Selection	View	Channel	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Power (dB)	Occupancy	classification	Begin Time (s)	End Time (s)	spect_key
22	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.6	0.8889		39689.341999	39691.646	MARS-20150822T000000Z-2khz.22
23	Spectrogram 1	1	2.048	40.0	75.0	73.7	0.875	bdf	40431.486	40433.534	MARS-20150822T000000Z-2khz.23
24	Spectrogram 1	1	2.048	40.0	75.0	72.9	1.0		40521.086	40523.133999	MARS-20150822T000000Z-2khz.24
25	Spectrogram 1	1	2.048	40.0	75.0	72.9	1.0		40589.95	40591.998	MARS-20150822T000000Z-2khz.25
26	Spectrogram 1	1	2.56	40.0	75.0	78.1	1.0	bdf	40673.918	40676.478	MARS-20150822T000000Z-2khz.26
27	Spectrogram 1	1	2.048	40.0	75.0	74.4	0.875	bdf	40681.854	40683.902	MARS-20150822T000000Z-2khz.27
28	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.5	0.8889	bdt	40755.07	40757.374	MARS-20150822T000000Z-2khz.28
29	Spectrogram 1	1	2.8160000000000003	40.0	75.0	75.1	0.9091	bdt	40758.653999	40761.47	MARS-20150822T000000Z-2khz.29
30	Spectrogram 1	1	2.3040000000000003	40.0	75.0	78.6	0.8889	bdt	40805.758	40808.062	MARS-20150822T000000Z-2khz.30
31	Spectrogram 1	1	3.3280000000000003	40.0	75.0	83.4	1.0	bdt	40815.23	40818.558	MARS-20150822T000000Z-2khz.31
32	Spectrogram 1	1	2.048	40.0	75.0	80.2	1.0	bdt	40849.021999	40851.07	MARS-20150822T000000Z-2khz.32
33	Spectrogram 1	1	3.3280000000000003	40.0	75.0	79.0	1.0	bdt	40883.838	40887.166	MARS-20150822T000000Z-2khz.33
34	Spectrogram 1	1	2.8160000000000003	40.0	75.0	79.6	1.0	bdt	40897.15	40899.966	MARS-20150822T000000Z-2khz.34
35	Spectrogram 1	1	2.3040000000000003	40.0	75.0	77.4	1.0	bdt	40954.238	40956.542	MARS-20150822T000000Z-2khz.35
36	Spectrogram 1	1	2.56	40.0	75.0	79.2	0.9	bdt	40989.31	40991.87	MARS-20150822T000000Z-2khz.36
37	Spectrogram 1	1	3.072	40.0	75.0	77.1	0.9167	bdt	41014.398	41017.47	MARS-20150822T000000Z-2khz.37
38	Spectrogram 1	1	3.3280000000000003	40.0	75.0	80.9	1.0	bdt	41066.878	41070.206	MARS-20150822T000000Z-2khz.38
39	Spectrogram 1	1	3.3280000000000003	40.0	75.0	80.4	1.0	bdt	41090.174	41093.502	MARS-20150822T000000Z-2khz.39
40	Spectrogram 1	1	4.352	40.0	75.0	87.5	0.8235	bdt	41153.662	41158.014	MARS-20150822T000000Z-2khz.40
41	Spectrogram 1	1	4.864	40.0	75.0	85.9	0.9474	bdt	41204.094	41208.958	MARS-20150822T000000Z-2khz.41
42	Spectrogram 1	1	5.6320000000000014	40.0	75.0	90.3	1.0	bdt	41211.774	41217.406	MARS-20150822T000000Z-2khz.42
43	Spectrogram 1	1	7.167999999999998	40.0	75.0	94.3	1.0	bdt	41232.766	41239.934	MARS-20150822T000000Z-2khz.43
44	Spectrogram 1	1	2.8160000000000003	40.0	75.0	80.3	0.9091	bdt	41259.646	41262.462	MARS-20150822T000000Z-2khz.44
45	Spectrogram 1	1	2.8160000000000003	40.0	75.0	82.5	1.0	bdt	41270.91	41273.726	MARS-20150822T000000Z-2khz.45
46	Spectrogram 1	1	3.072	40.0	75.0	78.8	0.9167	bdt	41286.526	41289.598	MARS-20150822T000000Z-2khz.46
47	Spectrogram 1	1	4.096	40.0	75.0	78.0	0.9375	bdt	41340.286	41344.382	MARS-20150822T000000Z-2khz.47
48	Spectrogram 1	1	3.584	40.0	75.0	79.7	0.9286	bdt	41351.294	41354.878	MARS-20150822T000000Z-2khz.48
49	Spectrogram 1	1	2.8160000000000003	40.0	75.0	83.1	1.0	bdt	41377.662	41380.478	MARS-20150822T000000Z-2khz.49
50	Spectrogram 1	1	3.584	40.0	75.0	72.5	0.9286	bdt	41404.798	41408.382	MARS-20150822T000000Z-2khz.50
51	Spectrogram 1	1	2.048	40.0	75.0	74.3	1.0	bdt	41419.39	41421.438	MARS-20150822T000000Z-2khz.51
52	Spectrogram 1	1	4.6080000000000005	40.0	75.0	84.3	1.0	bdt	41462.653999	41467.261999	MARS-20150822T000000Z-2khz.52
53	Spectrogram 1	1	3.84	40.0	75.0	85.2	0.9333	bdt	41485.181999	41489.021999	MARS-20150822T000000Z-2khz.53
54	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.4	0.7778		41531.518	41533.822	MARS-20150822T000000Z-2khz.54
55	Spectrogram 1	1	2.048	40.0	75.0	75.4	1.0	bdt	41534.333999	41536.382	MARS-20150822T000000Z-2khz.55
56	Spectrogram 1	1	5.376	40.0	75.0	79.7	0.9524	bdt	41551.486	41556.862	MARS-20150822T000000Z-2khz.56
57	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.2	0.9091	bdt	41569.406	41572.222	MARS-20150822T000000Z-2khz.57
58	Spectrogram 1	1	2.048	40.0	75.0	76.2	0.75	bdt	41590.398	41592.446	MARS-20150822T000000Z-2khz.58
59	Spectrogram 1	1	3.3280000000000003	40.0	75.0	80.4	1.0	bdt	41609.598	41612.926	MARS-20150822T000000Z-2khz.59
60	Spectrogram 1	1	2.56	40.0	75.0	83.7	0.9	bdt	41648.254	41650.813999	MARS-20150822T000000Z-2khz.60
61	Spectrogram 1	1	2.048	40.0	75.0	85.1	1.0	bdt	41653.63	41655.678	MARS-20150822T000000Z-2khz.61
62	Spectrogram 1	1	2.3040000000000003	40.0	75.0	88.4	1.0	bdt	41659.773999	41662.078	MARS-20150822T000000Z-2khz.62
63	Spectrogram 1	1	3.584	40.0	75.0	87.9	0.9286	bdt	41680.254	41683.838	MARS-20150822T000000Z-2khz.63
64	Spectrogram 1	1	2.56	40.0	75.0	77.9	1.0	bdf	41706.622	41709.182	MARS-20150822T000000Z-2khz.64
65	Spectrogram 1	1	3.584	40.0	75.0	83.6	1.0	bdt	41722.75	41726.333999	MARS-20150822T000000Z-2khz.65
66	Spectrogram 1	1	2.3040000000000003	40.0	75.0	80.2	1.0	bdt	41741.95	41744.254	MARS-20150822T000000Z-2khz.66
67	Spectrogram 1	1	2.56	40.0	75.0	77.5	1.0	bdt	41752.702	41755.261999	MARS-20150822T000000Z-2khz.67
68	Spectrogram 1	1	4.6080000000000005	40.0	75.0	79.2	0.9444	bdt	41778.046	41782.653999	MARS-20150822T000000Z-2khz.68
69	Spectrogram 1	1	3.072	40.0	75.0	82.1	0.8333	bdt	41797.758	41800.83	MARS-20150822T000000Z-2khz.69
70	Spectrogram 1	1	3.584	40.0	75.0	80.5	1.0	bdt	41813.118	41816.702	MARS-20150822T000000Z-2khz.70
71	Spectrogram 1	1	2.56	40.0	75.0	77.3	0.9	bdt	41871.486	41874.046	MARS-20150822T000000Z-2khz.71
72	Spectrogram 1	1	2.8160000000000003	40.0	75.0	91.1	1.0	bdt	41914.493999	41917.31	MARS-20150822T000000Z-2khz.72
73	Spectrogram 1	1	3.584	40.0	75.0	92.4	0.9286	bdt	41920.126	41923.71	MARS-20150822T000000Z-2khz.73
74	Spectrogram 1	1	3.072	40.0	75.0	90.8	1.0	bdt	41960.574	41963.646	MARS-20150822T000000Z-2khz.74
75	Spectrogram 1	1	2.3040000000000003	40.0	75.0	82.0	1.0	bdt	41972.093999	41974.398	MARS-20150822T000000Z-2khz.75
76	Spectrogram 1	1	2.56	40.0	75.0	87.6	0.9	bdt	41991.038	41993.598	MARS-20150822T000000Z-2khz.76
77	Spectrogram 1	1	2.048	40.0	75.0	77.0	0.875	bdt	42080.126	42082.174	MARS-20150822T000000Z-2khz.77
78	Spectrogram 1	1	3.3280000000000003	40.0	75.0	81.1	0.9231	bdt	42086.526	42089.854	MARS-20150822T000000Z-2khz.78
79	Spectrogram 1	1	4.864	40.0	75.0	88.4	1.0	bdt	42148.734	42153.598	MARS-20150822T000000Z-2khz.79
80	Spectrogram 1	1	2.8160000000000003	40.0	75.0	81.2	1.0	bdt	42199.933999	42202.75	MARS-20150822T000000Z-2khz.80
81	Spectrogram 1	1	4.352	40.0	75.0	84.5	1.0	bdt	42212.99	42217.342	MARS-20150822T000000Z-2khz.81
82	Spectrogram 1	1	2.56	40.0	75.0	88.1	1.0	bdt	42390.142	42392.702	MARS-20150822T000000Z-2khz.82
83	Spectrogram 1	1	2.3040000000000003	40.0	75.0	87.8	1.0	bdt	42395.773999	42398.078	MARS-20150822T000000Z-2khz.83
84	Spectrogram 1	1	2.56	40.0	75.0	79.7	1.0	bdt	42399.87	42402.43	MARS-20150822T000000Z-2khz.84
85	Spectrogram 1	1	2.048	40.0	75.0	83.8	1.0	bdt	42432.126	42434.174	MARS-20150822T000000Z-2khz.85
86	Spectrogram 1	1	4.096	40.0	75.0	93.1	0.9375	bdt	42446.718	42450.814	MARS-20150822T000000Z-2khz.86
87	Spectrogram 1	1	3.584	40.0	75.0	86.3	1.0	bdt	42469.246	42472.83	MARS-20150822T000000Z-2khz.87
88	Spectrogram 1	1	3.584	40.0	75.0	86.3	1.0	bdt	42479.742	42483.326	MARS-20150822T000000Z-2khz.88
89	Spectrogram 1	1	3.3280000000000003	40.0	75.0	83.5	1.0	bdt	42640.51	42643.838	MARS-20150822T000000Z-2khz.89
90	Spectrogram 1	1	2.048	40.0	75.0	79.7	1.0	bdt	42671.486	42673.534	MARS-20150822T000000Z-2khz.90
91	Spectrogram 1	1	2.3040000000000003	40.0	75.0	92.9	1.0	bdt	42731.134	42733.438	MARS-20150822T000000Z-2khz.91
92	Spectrogram 1	1	2.56	40.0	75.0	92.3	1.0	bdt	42736.254	42738.814	MARS-20150822T000000Z-2khz.92
93	Spectrogram 1	1	5.12	40.0	75.0	93.2	0.95	bdt	42755.453999	42760.574	MARS-20150822T000000Z-2khz.93
94	Spectrogram 1	1	4.864	40.0	75.0	96.5	0.9474	bdt	42769.79	42774.654	MARS-20150822T000000Z-2khz.94
95	Spectrogram 1	1	3.3280000000000003	40.0	75.0	94.0	1.0	bdt	42781.054	42784.381999	MARS-20150822T000000Z-2khz.95
96	Spectrogram 1	1	2.8160000000000003	40.0	75.0	82.5	1.0		42790.014	42792.83	MARS-20150822T000000Z-2khz.96
97	Spectrogram 1	1	3.3280000000000003	40.0	75.0	79.8	0.9231		42795.646	42798.974	MARS-20150822T000000Z-2khz.97
98	Spectrogram 1	1	3.3280000000000003	40.0	75.0	78.1	0.8462		42801.022	42804.35	MARS-20150822T000000Z-2khz.98
99	Spectrogram 1	1	4.352	40.0	75.0	94.4	1.0	bdt	42814.59	42818.942	MARS-20150822T000000Z-2khz.99
100	Spectrogram 1	1	2.048	40.0	75.0	81.8	0.875	bdf	42824.318	42826.366	MARS-20150822T000000Z-2khz.100
101	Spectrogram 1	1	6.4	40.0	75.0	94.6	0.96	bdt	42831.998	42838.398	MARS-20150822T000000Z-2khz.101
102	Spectrogram 1	1	3.584	40.0	75.0	90.3	1.0	bdt	42861.694	42865.278	MARS-20150822T000000Z-2khz.102
103	Spectrogram 1	1	2.048	40.0	75.0	75.5	1.0	bdt	42881.918	42883.966	MARS-20150822T000000Z-2khz.103
104	Spectrogram 1	1	2.048	40.0	75.0	83.1	1.0	bdt	42886.27	42888.318	MARS-20150822T000000Z-2khz.104
105	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.4	0.8889		42889.598	42891.902	MARS-20150822T000000Z-2khz.105
106	Spectrogram 1	1	3.072	40.0	75.0	87.4	1.0	bdt	42893.182	42896.254	MARS-20150822T000000Z-2khz.106
107	Spectrogram 1	1	2.56	40.0	75.0	75.1	0.9	bdt	42994.302	42996.862	MARS-20150822T000000Z-2khz.107
108	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.1	1.0	bdt	43005.31	43007.613999	MARS-20150822T000000Z-2khz.108
109	Spectrogram 1	1	2.3040000000000003	40.0	75.0	81.0	0.8889	bdt	43047.55	43049.854	MARS-20150822T000000Z-2khz.109
110	Spectrogram 1	1	3.84	40.0	75.0	90.1	1.0	bdt	43089.278	43093.118	MARS-20150822T000000Z-2khz.110
111	Spectrogram 1	1	3.584	40.0	75.0	90.7	1.0	bdt	43117.694	43121.278	MARS-20150822T000000Z-2khz.111
112	Spectrogram 1	1	2.56	40.0	75.0	86.8	0.9	bdt	43124.606	43127.166	MARS-20150822T000000Z-2khz.112
113	Spectrogram 1	1	2.56	40.0	75.0	78.6	0.9	bdt	43337.086	43339.646	MARS-20150822T000000Z-2khz.113
114	Spectrogram 1	1	2.56	40.0	75.0	83.6	1.0	bdt	43347.326	43349.886	MARS-20150822T000000Z-2khz.114
115	Spectrogram 1	1	2.048	40.0	75.0	70.1	0.875		43379.07	43381.118	MARS-20150822T000000Z-2khz.115
116	Spectrogram 1	1	2.048	40.0	75.0	68.7	1.0	bdf	43877.246	43879.293999	MARS-20150822T000000Z-2khz.116
117	Spectrogram 1	1	2.3040000000000003	40.0	75.0	69.3	0.7778	bdf	43999.358	44001.662	MARS-20150822T000000Z-2khz.117
118	Spectrogram 1	1	2.56	40.0	75.0	92.0	0.9	bdt	44075.646	44078.206	MARS-20150822T000000Z-2khz.118
119	Spectrogram 1	1	3.072	40.0	75.0	88.2	1.0	bdt	44080.51	44083.582	MARS-20150822T000000Z-2khz.119
120	Spectrogram 1	1	2.56	40.0	75.0	92.6	1.0	bdt	44091.006	44093.566	MARS-20150822T000000Z-2khz.120
121	Spectrogram 1	1	3.584	40.0	75.0	92.3	1.0	bdt	44099.71	44103.293999	MARS-20150822T000000Z-2khz.121
122	Spectrogram 1	1	3.584	40.0	75.0	93.6	1.0	bdt	44111.998	44115.582	MARS-20150822T000000Z-2khz.122
123	Spectrogram 1	1	2.3040000000000003	40.0	75.0	93.0	1.0	bdt	44117.63	44119.933999	MARS-20150822T000000Z-2khz.123
124	Spectrogram 1	1	4.864	40.0	75.0	95.7	0.9474	bdt	44163.453999	44168.318	MARS-20150822T000000Z-2khz.124
125	Spectrogram 1	1	3.072	40.0	75.0	90.2	0.9167	bdt	44180.862	44183.933999	MARS-20150822T000000Z-2khz.125
126	Spectrogram 1	1	3.84	40.0	75.0	94.4	1.0	bdt	44186.75	44190.59	MARS-20150822T000000Z-2khz.126
127	Spectrogram 1	1	3.072	40.0	75.0	85.5	0.9167	bdf	44204.414	44207.486	MARS-20150822T000000Z-2khz.127
128	Spectrogram 1	1	3.3280000000000003	40.0	75.0	85.0	1.0	bdt	44217.47	44220.798	MARS-20150822T000000Z-2khz.128
129	Spectrogram 1	1	2.56	40.0	75.0	88.0	1.0	bdt	44243.07	44245.63	MARS-20150822T000000Z-2khz.129
130	Spectrogram 1	1	3.3280000000000003	40.0	75.0	82.6	1.0	bdt	44342.398	44345.726	MARS-20150822T000000Z-2khz.130
131	Spectrogram 1	1	2.3040000000000003	40.0	75.0	79.8	1.0	bdt	44353.15	44355.453999	MARS-20150822T000000Z-2khz.131
132	Spectrogram 1	1	3.3280000000000003	40.0	75.0	81.9	1.0	bdt	44599.678	44603.006	MARS-20150822T000000Z-2khz.132
133	Spectrogram 1	1	2.048	40.0	75.0	73.2	0.875	bdt	44616.574	44618.622	MARS-20150822T000000Z-2khz.133
134	Spectrogram 1	1	2.56	40.0	75.0	74.1	0.8	bdf	44628.862	44631.422	MARS-20150822T000000Z-2khz.134
135	Spectrogram 1	1	4.352	40.0	75.0	74.8	0.8824	bdf	44735.87	44740.221999	MARS-20150822T000000Z-2khz.135
136	Spectrogram 1	1	2.8160000000000003	40.0	75.0	80.4	1.0	bdt	44752.51	44755.326	MARS-20150822T000000Z-2khz.136
137	Spectrogram 1	1	2.048	40.0	75.0	77.8	1.0	bdt	44759.678	44761.726	MARS-20150822T000000Z-2khz.137
138	Spectrogram 1	1	2.56	40.0	75.0	80.8	0.9	bdt	44765.054	44767.613999	MARS-20150822T000000Z-2khz.138
139	Spectrogram 1	1	3.584	40.0	75.0	82.4	0.9286	bdt	44772.221999	44775.806	MARS-20150822T000000Z-2khz.139
140	Spectrogram 1	1	3.072	40.0	75.0	78.3	0.75	bdf	44816.254	44819.326	MARS-20150822T000000Z-2khz.140
141	Spectrogram 1	1	2.3040000000000003	40.0	75.0	73.0	0.7778	bdf	44936.574	44938.878	MARS-20150822T000000Z-2khz.141
142	Spectrogram 1	1	3.072	40.0	75.0	79.0	0.9167	bdf	45065.854	45068.926	MARS-20150822T000000Z-2khz.142
143	Spectrogram 1	1	3.072	40.0	75.0	81.9	1.0	bdt	45249.918	45252.99	MARS-20150822T000000Z-2khz.143
144	Spectrogram 1	1	2.3040000000000003	40.0	75.0	80.3	1.0	bdt	45261.182	45263.486	MARS-20150822T000000Z-2khz.144
145	Spectrogram 1	1	2.3040000000000003	40.0	75.0	82.0	1.0	bdt	45270.654	45272.958	MARS-20150822T000000Z-2khz.145
146	Spectrogram 1	1	2.048	40.0	75.0	76.8	1.0	bdt	45378.942	45380.99	MARS-20150822T000000Z-2khz.146
147	Spectrogram 1	1	2.8160000000000003	40.0	75.0	82.1	1.0	bdt	45398.142	45400.958	MARS-20150822T000000Z-2khz.147
148	Spectrogram 1	1	2.048	40.0	75.0	78.9	0.875		45596.798	45598.846	MARS-20150822T000000Z-2khz.148
149	Spectrogram 1	1	2.56	40.0	75.0	71.3	0.8	bdf	45693.566	45696.126	MARS-20150822T000000Z-2khz.149
150	Spectrogram 1	1	3.072	40.0	75.0	86.6	1.0	bdt	45731.966	45735.038	MARS-20150822T000000Z-2khz.150
151	Spectrogram 1	1	2.56	40.0	75.0	79.4	0.9	bdt	45737.854	45740.414	MARS-20150822T000000Z-2khz.151
152	Spectrogram 1	1	2.8160000000000003	40.0	75.0	79.5	1.0	bdt	45783.422	45786.238	MARS-20150822T000000Z-2khz.152
153	Spectrogram 1	1	2.3040000000000003	40.0	75.0	82.5	1.0	bdt	45791.358	45793.662	MARS-20150822T000000Z-2khz.153
154	Spectrogram 1	1	3.584	40.0	75.0	79.8	0.9286		45842.814	45846.398	MARS-20150822T000000Z-2khz.154
155	Spectrogram 1	1	2.56	40.0	75.0	74.8	0.9	bdf	45896.061999	45898.622	MARS-20150822T000000Z-2khz.155
156	Spectrogram 1	1	2.3040000000000003	40.0	75.0	78.0	1.0	bdt	45950.846	45953.15	MARS-20150822T000000Z-2khz.156
157	Spectrogram 1	1	4.096	40.0	75.0	86.4	0.9375	bdt	45998.974	46003.07	MARS-20150822T000000Z-2khz.157
158	Spectrogram 1	1	3.3280000000000003	40.0	75.0	85.8	0.9231	bdt	46039.933999	46043.262	MARS-20150822T000000Z-2khz.158
159	Spectrogram 1	1	3.84	40.0	75.0	76.7	1.0	bdf	46225.79	46229.63	MARS-20150822T000000Z-2khz.159
160	Spectrogram 1	1	5.12	40.0	75.0	76.5	1.0	bdf	46361.982	46367.102	MARS-20150822T000000Z-2khz.160
161	Spectrogram 1	1	2.56	40.0	75.0	78.8	1.0	bdf	46421.374	46423.933999	MARS-20150822T000000Z-2khz.161
162	Spectrogram 1	1	6.912000000000001	40.0	75.0	78.8	0.9259	bdf	46466.686	46473.598	MARS-20150822T000000Z-2khz.162
163	Spectrogram 1	1	6.4	40.0	75.0	81.7	1.0	bdf	47398.014	47404.414	MARS-20150822T000000Z-2khz.163
164	Spectrogram 1	1	2.56	40.0	75.0	86.2	1.0	bdt	47412.35	47414.91	MARS-20150822T000000Z-2khz.164
165	Spectrogram 1	1	3.584	40.0	75.0	76.2	1.0	bdf	47437.694	47441.278	MARS-20150822T000000Z-2khz.165
166	Spectrogram 1	1	2.3040000000000003	40.0	75.0	79.4	0.8889	bdt	47452.798	47455.102	MARS-20150822T000000Z-2khz.166
167	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.1	1.0		47706.75	47709.054	MARS-20150822T000000Z-2khz.167
168	Spectrogram 1	1	3.072	40.0	75.0	74.3	0.8333	bdt	48045.95	48049.022	MARS-20150822T000000Z-2khz.168
169	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.1	0.7778	bdf	48081.534	48083.838	MARS-20150822T000000Z-2khz.169
170	Spectrogram 1	1	2.3040000000000003	40.0	75.0	72.2	0.7778	bdf	48184.958	48187.262	MARS-20150822T000000Z-2khz.170
171	Spectrogram 1	1	2.8160000000000003	40.0	75.0	77.4	1.0	bdt	48296.574	48299.39	MARS-20150822T000000Z-2khz.171
172	Spectrogram 1	1	2.8160000000000003	40.0	75.0	78.0	0.8182		48343.166	48345.982	MARS-20150822T000000Z-2khz.172
173	Spectrogram 1	1	3.072	40.0	75.0	77.7	0.8333	bdt	48424.574	48427.646	MARS-20150822T000000Z-2khz.173
174	Spectrogram 1	1	3.584	40.0	75.0	85.8	1.0	bdt	48461.95	48465.534	MARS-20150822T000000Z-2khz.174
175	Spectrogram 1	1	2.8160000000000003	40.0	75.0	87.1	1.0	bdt	48468.606	48471.422	MARS-20150822T000000Z-2khz.175
176	Spectrogram 1	1	3.584	40.0	75.0	86.5	1.0	bdt	48518.526	48522.11	MARS-20150822T000000Z-2khz.176
177	Spectrogram 1	1	2.8160000000000003	40.0	75.0	74.9	0.9091	bdf	48551.037999	48553.854	MARS-20150822T000000Z-2khz.177
178	Spectrogram 1	1	2.56	40.0	75.0	72.8	0.8		48591.742	48594.302	MARS-20150822T000000Z-2khz.178
179	Spectrogram 1	1	2.048	40.0	75.0	77.5	1.0	bdt	48718.462	48720.51	MARS-20150822T000000Z-2khz.179
180	Spectrogram 1	1	3.3280000000000003	40.0	75.0	88.6	1.0	bdt	48723.326	48726.654	MARS-20150822T000000Z-2khz.180
181	Spectrogram 1	1	2.8160000000000003	40.0	75.0	73.6	0.8182	bdf	48786.302	48789.118	MARS-20150822T000000Z-2khz.181
182	Spectrogram 1	1	2.3040000000000003	40.0	75.0	73.2	0.8889	bdf	49183.102	49185.406	MARS-20150822T000000Z-2khz.182
183	Spectrogram 1	1	2.048	40.0	75.0	68.7	0.875	bdf	49250.43	49252.478	MARS-20150822T000000Z-2khz.183
184	Spectrogram 1	1	4.6080000000000005	40.0	75.0	74.9	0.9444	bdf	49292.414	49297.022	MARS-20150822T000000Z-2khz.184
185	Spectrogram 1	1	3.584	40.0	75.0	79.3	1.0	bdf	49371.262	49374.846	MARS-20150822T000000Z-2khz.185
186	Spectrogram 1	1	5.376	40.0	75.0	73.5	0.9524	bdf	49424.254	49429.63	MARS-20150822T000000Z-2khz.186
187	Spectrogram 1	1	3.3280000000000003	40.0	75.0	78.0	0.9231	bdt	49438.846	49442.174	MARS-20150822T000000Z-2khz.187
188	Spectrogram 1	1	2.8160000000000003	40.0	75.0	74.1	1.0		49511.806	49514.622	MARS-20150822T000000Z-2khz.188
189	Spectrogram 1	1	2.56	40.0	75.0	71.9	0.9	bdf	49515.134	49517.694	MARS-20150822T000000Z-2khz.189
190	Spectrogram 1	1	2.8160000000000003	40.0	75.0	73.6	0.9091		49533.054	49535.87	MARS-20150822T000000Z-2khz.190
191	Spectrogram 1	1	5.6320000000000014	40.0	75.0	76.7	0.9545	bdf	49857.406	49863.037999	MARS-20150822T000000Z-2khz.191
192	Spectrogram 1	1	2.8160000000000003	40.0	75.0	72.6	0.8182	bdf	49990.014	49992.83	MARS-20150822T000000Z-2khz.192
193	Spectrogram 1	1	2.048	40.0	75.0	70.8	0.75	bdf	50001.534	50003.582	MARS-20150822T000000Z-2khz.193
194	Spectrogram 1	1	3.072	40.0	75.0	72.2	0.75	bdf	50126.462	50129.534	MARS-20150822T000000Z-2khz.194
195	Spectrogram 1	1	2.8160000000000003	40.0	75.0	72.4	0.8182	bdf	50264.19	50267.006	MARS-20150822T000000Z-2khz.195
196	Spectrogram 1	1	2.3040000000000003	40.0	75.0	73.2	0.7778	bdf	50787.453999	50789.757999	MARS-20150822T000000Z-2khz.196
197	Spectrogram 1	1	2.048	40.0	75.0	74.6	1.0	bdf	51089.79	51091.838	MARS-20150822T000000Z-2khz.197
198	Spectrogram 1	1	2.048	40.0	75.0	72.8	0.875	bdf	51436.926	51438.974	MARS-20150822T000000Z-2khz.198
199	Spectrogram 1	1	2.048	40.0	75.0	71.4	0.875		51730.302	51732.35	MARS-20150822T000000Z-2khz.199
200	Spectrogram 1	1	5.6320000000000014	40.0	75.0	81.0	0.9091	bdt	51878.014	51883.646	MARS-20150822T000000Z-2khz.200
201	Spectrogram 1	1	2.56	40.0	75.0	79.8	1.0	bdt	51903.87	51906.43	MARS-20150822T000000Z-2khz.201
202	Spectrogram 1	1	2.56	40.0	75.0	73.3	0.8	bdf	52051.582	52054.142	MARS-20150822T000000Z-2khz.202
203	Spectrogram 1	1	2.8160000000000003	40.0	75.0	74.4	0.9091	bdf	52185.214	52188.03	MARS-20150822T000000Z-2khz.203
