Selection	View	Channel	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Power (dB)	Occupancy	classification	Begin Time (s)	End Time (s)	spect_key
40	Spectrogram 1	1	3.3280000000000003	40.0	75.0	85.4	0.9231	bdf	29363.326	29366.654	MARS-20151107T000000Z-2khz.40
41	Spectrogram 1	1	6.912000000000001	40.0	75.0	86.1	1.0	bdf	29413.758	29420.67	MARS-20151107T000000Z-2khz.41
42	Spectrogram 1	1	6.144	40.0	75.0	82.3	1.0	bdf	29599.358	29605.502	MARS-20151107T000000Z-2khz.42
43	Spectrogram 1	1	6.6560000000000015	40.0	75.0	82.4	1.0	bdf	29654.398	29661.054	MARS-20151107T000000Z-2khz.43
44	Spectrogram 1	1	6.6560000000000015	40.0	75.0	82.2	1.0	bdf	29814.654	29821.31	MARS-20151107T000000Z-2khz.44
45	Spectrogram 1	1	5.376	40.0	75.0	84.9	1.0	bdf	29856.382	29861.758	MARS-20151107T000000Z-2khz.45
46	Spectrogram 1	1	3.584	40.0	75.0	84.6	0.9286	bdf	29872.51	29876.094	MARS-20151107T000000Z-2khz.46
47	Spectrogram 1	1	4.096	40.0	75.0	84.3	1.0	bdf	29907.07	29911.166	MARS-20151107T000000Z-2khz.47
48	Spectrogram 1	1	5.12	40.0	75.0	81.2	1.0	bdf	29913.47	29918.59	MARS-20151107T000000Z-2khz.48
49	Spectrogram 1	1	4.6080000000000005	40.0	75.0	84.2	1.0	bdf	30037.885999	30042.494	MARS-20151107T000000Z-2khz.49
50	Spectrogram 1	1	2.8160000000000003	40.0	75.0	78.3	0.8182	bdf	30045.822	30048.638	MARS-20151107T000000Z-2khz.50
51	Spectrogram 1	1	5.888	40.0	75.0	80.9	1.0	bdf	30052.478	30058.366	MARS-20151107T000000Z-2khz.51
52	Spectrogram 1	1	3.072	40.0	75.0	80.4	1.0	bdf	30169.214	30172.286	MARS-20151107T000000Z-2khz.52
53	Spectrogram 1	1	4.352	40.0	75.0	83.6	1.0	bdf	30184.83	30189.182	MARS-20151107T000000Z-2khz.53
54	Spectrogram 1	1	2.8160000000000003	40.0	75.0	81.9	1.0	bdf	30221.694	30224.51	MARS-20151107T000000Z-2khz.54
55	Spectrogram 1	1	5.12	40.0	75.0	78.0	1.0	bdf	30227.07	30232.19	MARS-20151107T000000Z-2khz.55
56	Spectrogram 1	1	6.144	40.0	75.0	80.9	0.9583	bdf	30235.774	30241.918	MARS-20151107T000000Z-2khz.56
57	Spectrogram 1	1	3.84	40.0	75.0	80.9	1.0	bdf	30277.502	30281.342	MARS-20151107T000000Z-2khz.57
58	Spectrogram 1	1	2.8160000000000003	40.0	75.0	77.3	0.9091	bdf	30285.438	30288.254	MARS-20151107T000000Z-2khz.58
59	Spectrogram 1	1	5.6320000000000014	40.0	75.0	79.2	1.0	bdf	30292.094	30297.726	MARS-20151107T000000Z-2khz.59
60	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.6	0.9091	bdf	30353.79	30356.606	MARS-20151107T000000Z-2khz.60
61	Spectrogram 1	1	6.6560000000000015	40.0	75.0	83.8	1.0	bdf	30555.262	30561.918	MARS-20151107T000000Z-2khz.61
62	Spectrogram 1	1	4.6080000000000005	40.0	75.0	85.6	1.0	bdf	30611.581999	30616.19	MARS-20151107T000000Z-2khz.62
63	Spectrogram 1	1	6.144	40.0	75.0	87.2	0.9583	bdf	30645.374	30651.518	MARS-20151107T000000Z-2khz.63
64	Spectrogram 1	1	4.096	40.0	75.0	86.5	1.0	bdf	30662.014	30666.11	MARS-20151107T000000Z-2khz.64
65	Spectrogram 1	1	2.048	40.0	75.0	76.1	1.0	bdf	30677.885999	30679.934	MARS-20151107T000000Z-2khz.65
66	Spectrogram 1	1	2.048	40.0	75.0	76.3	0.875	bdf	30732.158	30734.206	MARS-20151107T000000Z-2khz.66
67	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.4	1.0	bdf	30765.95	30768.254	MARS-20151107T000000Z-2khz.67
68	Spectrogram 1	1	6.6560000000000015	40.0	75.0	85.1	1.0	bdf	30791.55	30798.206	MARS-20151107T000000Z-2khz.68
69	Spectrogram 1	1	2.048	40.0	75.0	85.2	0.875	bdf	30901.885999	30903.934	MARS-20151107T000000Z-2khz.69
70	Spectrogram 1	1	2.048	40.0	75.0	82.7	1.0		31054.462	31056.51	MARS-20151107T000000Z-2khz.70
71	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.5	1.0		31060.35	31062.654	MARS-20151107T000000Z-2khz.71
72	Spectrogram 1	1	6.4	40.0	75.0	87.0	1.0	bdf	31096.446	31102.846	MARS-20151107T000000Z-2khz.72
73	Spectrogram 1	1	5.12	40.0	75.0	85.5	1.0	bdf	31150.718	31155.838	MARS-20151107T000000Z-2khz.73
74	Spectrogram 1	1	3.84	40.0	75.0	86.1	1.0	bdf	31186.814	31190.654	MARS-20151107T000000Z-2khz.74
75	Spectrogram 1	1	3.84	40.0	75.0	85.9	0.9333	bdf	31202.43	31206.27	MARS-20151107T000000Z-2khz.75
76	Spectrogram 1	1	2.3040000000000003	40.0	75.0	83.8	0.8889	bdf	31337.342	31339.646	MARS-20151107T000000Z-2khz.76
77	Spectrogram 1	1	4.864	40.0	75.0	84.3	1.0	bdf	31348.606	31353.47	MARS-20151107T000000Z-2khz.77
78	Spectrogram 1	1	4.864	40.0	75.0	84.7	1.0	bdf	31399.294	31404.158	MARS-20151107T000000Z-2khz.78
79	Spectrogram 1	1	3.3280000000000003	40.0	75.0	74.2	0.8462	bdf	31503.486	31506.814	MARS-20151107T000000Z-2khz.79
80	Spectrogram 1	1	5.888	40.0	75.0	83.3	1.0	bdf	31534.462	31540.35	MARS-20151107T000000Z-2khz.80
81	Spectrogram 1	1	6.144	40.0	75.0	84.7	0.875	bdf	31574.91	31581.054	MARS-20151107T000000Z-2khz.81
82	Spectrogram 1	1	6.4	40.0	75.0	83.8	1.0	bdf	31590.014	31596.414	MARS-20151107T000000Z-2khz.82
83	Spectrogram 1	1	4.6080000000000005	40.0	75.0	84.8	0.9444	bdf	31626.878	31631.486	MARS-20151107T000000Z-2khz.83
84	Spectrogram 1	1	3.84	40.0	75.0	80.2	1.0	bdf	31705.982	31709.821999	MARS-20151107T000000Z-2khz.84
85	Spectrogram 1	1	4.352	40.0	75.0	83.1	1.0	bdf	31722.366	31726.718	MARS-20151107T000000Z-2khz.85
86	Spectrogram 1	1	2.048	40.0	75.0	77.6	1.0	bdf	31757.694	31759.741999	MARS-20151107T000000Z-2khz.86
87	Spectrogram 1	1	2.56	40.0	75.0	76.3	0.9	bdf	31761.79	31764.35	MARS-20151107T000000Z-2khz.87
88	Spectrogram 1	1	5.888	40.0	75.0	84.1	0.913	bdf	31772.03	31777.918	MARS-20151107T000000Z-2khz.88
89	Spectrogram 1	1	2.048	40.0	75.0	82.4	0.875		31826.558	31828.606	MARS-20151107T000000Z-2khz.89
90	Spectrogram 1	1	4.096	40.0	75.0	88.3	1.0	bdf	31873.406	31877.501999	MARS-20151107T000000Z-2khz.90
91	Spectrogram 1	1	2.048	40.0	75.0	80.4	0.875		31909.501999	31911.55	MARS-20151107T000000Z-2khz.91
92	Spectrogram 1	1	2.3040000000000003	40.0	75.0	78.3	0.8889		31946.878	31949.182	MARS-20151107T000000Z-2khz.92
93	Spectrogram 1	1	5.376	40.0	75.0	79.9	1.0	bdf	31961.982	31967.358	MARS-20151107T000000Z-2khz.93
94	Spectrogram 1	1	5.888	40.0	75.0	80.0	0.9565	bdf	32015.486	32021.374	MARS-20151107T000000Z-2khz.94
95	Spectrogram 1	1	5.6320000000000014	40.0	75.0	80.3	0.9545	bdf	32069.246	32074.878	MARS-20151107T000000Z-2khz.95
96	Spectrogram 1	1	2.048	40.0	75.0	83.6	0.875	bdf	32123.005999	32125.054	MARS-20151107T000000Z-2khz.96
97	Spectrogram 1	1	3.3280000000000003	40.0	75.0	76.4	0.8462	bdf	32196.478	32199.806	MARS-20151107T000000Z-2khz.97
98	Spectrogram 1	1	6.4	40.0	75.0	77.7	1.0	bdf	32250.238	32256.638	MARS-20151107T000000Z-2khz.98
99	Spectrogram 1	1	4.6080000000000005	40.0	75.0	78.4	0.9444	bdf	32296.574	32301.182	MARS-20151107T000000Z-2khz.99
100	Spectrogram 1	1	5.888	40.0	75.0	79.5	1.0	bdf	32308.861999	32314.75	MARS-20151107T000000Z-2khz.100
101	Spectrogram 1	1	2.3040000000000003	40.0	75.0	80.3	0.8889	bdf	32346.494	32348.798	MARS-20151107T000000Z-2khz.101
102	Spectrogram 1	1	6.144	40.0	75.0	80.2	1.0	bdf	32414.846	32420.99	MARS-20151107T000000Z-2khz.102
103	Spectrogram 1	1	7.68	40.0	75.0	81.3	1.0	bdf	32480.894	32488.574	MARS-20151107T000000Z-2khz.103
104	Spectrogram 1	1	3.3280000000000003	40.0	75.0	80.5	0.9231	bdf	32489.085999	32492.414	MARS-20151107T000000Z-2khz.104
105	Spectrogram 1	1	3.84	40.0	75.0	82.7	1.0	bdf	32496.51	32500.35	MARS-20151107T000000Z-2khz.105
106	Spectrogram 1	1	5.888	40.0	75.0	81.4	0.913	bdf	32536.19	32542.078	MARS-20151107T000000Z-2khz.106
107	Spectrogram 1	1	4.864	40.0	75.0	80.0	0.8947	bdf	32548.222	32553.085999	MARS-20151107T000000Z-2khz.107
108	Spectrogram 1	1	7.936	40.0	75.0	84.0	0.9355	bdf	32780.158	32788.094	MARS-20151107T000000Z-2khz.108
109	Spectrogram 1	1	5.376	40.0	75.0	83.5	1.0	bdf	32795.518	32800.894	MARS-20151107T000000Z-2khz.109
110	Spectrogram 1	1	5.376	40.0	75.0	82.5	0.8571	bdf	32838.27	32843.646	MARS-20151107T000000Z-2khz.110
111	Spectrogram 1	1	5.6320000000000014	40.0	75.0	82.5	1.0	bdf	32847.741999	32853.374	MARS-20151107T000000Z-2khz.111
112	Spectrogram 1	1	4.352	40.0	75.0	81.8	1.0	bdf	32907.901999	32912.254	MARS-20151107T000000Z-2khz.112
113	Spectrogram 1	1	4.352	40.0	75.0	84.8	1.0	bdf	32943.486	32947.838	MARS-20151107T000000Z-2khz.113
114	Spectrogram 1	1	6.912000000000001	40.0	75.0	85.9	0.963	bdf	33000.318	33007.23	MARS-20151107T000000Z-2khz.114
115	Spectrogram 1	1	7.167999999999998	40.0	75.0	86.5	0.9643	bdf	33011.07	33018.238	MARS-20151107T000000Z-2khz.115
116	Spectrogram 1	1	6.4	40.0	75.0	83.3	0.96	bdf	33154.686	33161.085999	MARS-20151107T000000Z-2khz.116
117	Spectrogram 1	1	7.936	40.0	75.0	85.4	1.0	bdf	33194.621999	33202.558	MARS-20151107T000000Z-2khz.117
118	Spectrogram 1	1	6.4	40.0	75.0	84.3	1.0	bdf	33207.422	33213.821999	MARS-20151107T000000Z-2khz.118
119	Spectrogram 1	1	2.56	40.0	75.0	82.0	1.0	bdf	33244.798	33247.358	MARS-20151107T000000Z-2khz.119
120	Spectrogram 1	1	2.048	40.0	75.0	85.1	0.875	bdf	33248.382	33250.43	MARS-20151107T000000Z-2khz.120
121	Spectrogram 1	1	5.888	40.0	75.0	84.9	1.0	bdf	33313.15	33319.038	MARS-20151107T000000Z-2khz.121
122	Spectrogram 1	1	2.3040000000000003	40.0	75.0	85.2	0.8889	bdf	33425.534	33427.838	MARS-20151107T000000Z-2khz.122
123	Spectrogram 1	1	5.376	40.0	75.0	82.0	1.0	bdf	33461.629999	33467.005999	MARS-20151107T000000Z-2khz.123
124	Spectrogram 1	1	6.912000000000001	40.0	75.0	85.5	1.0	bdf	33483.646	33490.558	MARS-20151107T000000Z-2khz.124
125	Spectrogram 1	1	4.096	40.0	75.0	78.0	0.875	bdf	33493.886	33497.982	MARS-20151107T000000Z-2khz.125
126	Spectrogram 1	1	2.8160000000000003	40.0	75.0	83.8	1.0	bdf	33535.358	33538.174	MARS-20151107T000000Z-2khz.126
127	Spectrogram 1	1	7.423999999999999	40.0	75.0	83.2	1.0	bdf	33538.941999	33546.366	MARS-20151107T000000Z-2khz.127
128	Spectrogram 1	1	4.352	40.0	75.0	86.0	1.0	bdf	33741.693999	33746.046	MARS-20151107T000000Z-2khz.128
129	Spectrogram 1	1	6.144	40.0	75.0	85.1	0.9583	bdf	33780.35	33786.494	MARS-20151107T000000Z-2khz.129
130	Spectrogram 1	1	4.352	40.0	75.0	86.4	1.0	bdf	33787.261999	33791.614	MARS-20151107T000000Z-2khz.130
131	Spectrogram 1	1	3.584	40.0	75.0	85.3	1.0	bdf	33795.454	33799.038	MARS-20151107T000000Z-2khz.131
132	Spectrogram 1	1	2.56	40.0	75.0	85.0	1.0	bdf	33833.341999	33835.902	MARS-20151107T000000Z-2khz.132
133	Spectrogram 1	1	7.68	40.0	75.0	86.3	1.0	bdf	33836.926	33844.606	MARS-20151107T000000Z-2khz.133
134	Spectrogram 1	1	7.423999999999999	40.0	75.0	82.6	0.931	bdf	33847.678	33855.101999	MARS-20151107T000000Z-2khz.134
135	Spectrogram 1	1	2.048	40.0	75.0	84.1	1.0	bdf	33885.822	33887.87	MARS-20151107T000000Z-2khz.135
136	Spectrogram 1	1	6.912000000000001	40.0	75.0	86.1	1.0	bdf	33889.662	33896.574	MARS-20151107T000000Z-2khz.136
137	Spectrogram 1	1	6.6560000000000015	40.0	75.0	82.9	0.9615	bdf	34039.678	34046.334	MARS-20151107T000000Z-2khz.137
138	Spectrogram 1	1	6.4	40.0	75.0	84.4	1.0	bdf	34054.782	34061.181999	MARS-20151107T000000Z-2khz.138
139	Spectrogram 1	1	4.864	40.0	75.0	83.3	1.0	bdf	34093.438	34098.302	MARS-20151107T000000Z-2khz.139
140	Spectrogram 1	1	6.144	40.0	75.0	82.8	1.0	bdf	34108.542	34114.686	MARS-20151107T000000Z-2khz.140
141	Spectrogram 1	1	3.072	40.0	75.0	83.8	0.9167	bdf	34147.198	34150.27	MARS-20151107T000000Z-2khz.141
142	Spectrogram 1	1	3.584	40.0	75.0	83.9	0.8571	bdf	34209.918	34213.502	MARS-20151107T000000Z-2khz.142
143	Spectrogram 1	1	4.096	40.0	75.0	82.6	1.0	bdf	34238.334	34242.43	MARS-20151107T000000Z-2khz.143
144	Spectrogram 1	1	6.4	40.0	75.0	82.2	1.0	bdf	34242.942	34249.341999	MARS-20151107T000000Z-2khz.144
145	Spectrogram 1	1	5.888	40.0	75.0	83.1	1.0	bdf	34252.67	34258.558	MARS-20151107T000000Z-2khz.145
146	Spectrogram 1	1	2.3040000000000003	40.0	75.0	82.9	1.0	bdf	34291.582	34293.886	MARS-20151107T000000Z-2khz.146
147	Spectrogram 1	1	6.4	40.0	75.0	81.2	1.0	bdf	34295.678	34302.078	MARS-20151107T000000Z-2khz.147
148	Spectrogram 1	1	6.4	40.0	75.0	81.6	1.0	bdf	34305.662	34312.062	MARS-20151107T000000Z-2khz.148
149	Spectrogram 1	1	4.864	40.0	75.0	82.1	1.0	bdf	34594.942	34599.806	MARS-20151107T000000Z-2khz.149
150	Spectrogram 1	1	4.864	40.0	75.0	80.2	0.9474	bdf	34633.086	34637.95	MARS-20151107T000000Z-2khz.150
151	Spectrogram 1	1	6.4	40.0	75.0	83.1	1.0	bdf	34646.142	34652.542	MARS-20151107T000000Z-2khz.151
152	Spectrogram 1	1	6.6560000000000015	40.0	75.0	83.2	1.0	bdf	34692.99	34699.646	MARS-20151107T000000Z-2khz.152
153	Spectrogram 1	1	5.376	40.0	75.0	82.0	1.0	bdf	34703.742	34709.118	MARS-20151107T000000Z-2khz.153
154	Spectrogram 1	1	4.096	40.0	75.0	81.3	0.9375	bdf	34740.862	34744.958	MARS-20151107T000000Z-2khz.154
155	Spectrogram 1	1	5.12	40.0	75.0	82.7	1.0	bdf	34745.982	34751.101999	MARS-20151107T000000Z-2khz.155
156	Spectrogram 1	1	5.6320000000000014	40.0	75.0	82.4	0.9545	bdf	34931.582	34937.214	MARS-20151107T000000Z-2khz.156
157	Spectrogram 1	1	7.423999999999999	40.0	75.0	81.8	0.9655	bdf	34945.15	34952.574	MARS-20151107T000000Z-2khz.157
158	Spectrogram 1	1	2.8160000000000003	40.0	75.0	82.2	1.0	bdf	34985.341999	34988.158	MARS-20151107T000000Z-2khz.158
159	Spectrogram 1	1	6.4	40.0	75.0	82.2	0.96	bdf	34999.166	35005.565999	MARS-20151107T000000Z-2khz.159
160	Spectrogram 1	1	3.584	40.0	75.0	80.7	1.0	bdf	35037.31	35040.894	MARS-20151107T000000Z-2khz.160
161	Spectrogram 1	1	4.352	40.0	75.0	79.4	0.8235	bdf	35043.966	35048.318	MARS-20151107T000000Z-2khz.161
162	Spectrogram 1	1	4.864	40.0	75.0	81.3	1.0	bdf	35052.158	35057.021999	MARS-20151107T000000Z-2khz.162
163	Spectrogram 1	1	2.8160000000000003	40.0	75.0	81.7	1.0	bdf	35089.534	35092.35	MARS-20151107T000000Z-2khz.163
164	Spectrogram 1	1	4.6080000000000005	40.0	75.0	79.9	1.0	bdf	35095.678	35100.286	MARS-20151107T000000Z-2khz.164
165	Spectrogram 1	1	5.6320000000000014	40.0	75.0	77.4	1.0	bdf	35104.126	35109.758	MARS-20151107T000000Z-2khz.165
166	Spectrogram 1	1	6.912000000000001	40.0	75.0	78.2	1.0	bdf	35321.47	35328.382	MARS-20151107T000000Z-2khz.166
167	Spectrogram 1	1	3.072	40.0	75.0	77.9	1.0	bdf	35374.462	35377.534	MARS-20151107T000000Z-2khz.167
168	Spectrogram 1	1	3.84	40.0	75.0	75.1	0.8667	bdf	35384.446	35388.286	MARS-20151107T000000Z-2khz.168
169	Spectrogram 1	1	5.12	40.0	75.0	78.7	0.9	bdf	35453.31	35458.43	MARS-20151107T000000Z-2khz.169
170	Spectrogram 1	1	5.12	40.0	75.0	77.9	0.95	bdf	35462.27	35467.39	MARS-20151107T000000Z-2khz.170
171	Spectrogram 1	1	6.144	40.0	75.0	79.6	0.9167	bdf	35502.974	35509.118	MARS-20151107T000000Z-2khz.171
172	Spectrogram 1	1	4.864	40.0	75.0	78.4	0.9474	bdf	35558.27	35563.134	MARS-20151107T000000Z-2khz.172
173	Spectrogram 1	1	6.6560000000000015	40.0	75.0	75.7	1.0	bdf	35567.23	35573.886	MARS-20151107T000000Z-2khz.173
174	Spectrogram 1	1	6.912000000000001	40.0	75.0	76.4	0.8889	bdf	35650.686	35657.598	MARS-20151107T000000Z-2khz.174
175	Spectrogram 1	1	3.072	40.0	75.0	74.8	0.75	bdf	35663.998	35667.07	MARS-20151107T000000Z-2khz.175
176	Spectrogram 1	1	2.048	40.0	75.0	76.0	0.875	bdf	35699.582	35701.63	MARS-20151107T000000Z-2khz.176
177	Spectrogram 1	1	6.4	40.0	75.0	77.8	0.96	bdf	35703.934	35710.333999	MARS-20151107T000000Z-2khz.177
178	Spectrogram 1	1	2.56	40.0	75.0	73.5	0.9	bdf	35722.878	35725.438	MARS-20151107T000000Z-2khz.178
179	Spectrogram 1	1	6.4	40.0	75.0	77.4	1.0	bdf	35935.101999	35941.502	MARS-20151107T000000Z-2khz.179
180	Spectrogram 1	1	6.6560000000000015	40.0	75.0	77.6	1.0	bdf	35944.573999	35951.23	MARS-20151107T000000Z-2khz.180
181	Spectrogram 1	1	5.6320000000000014	40.0	75.0	72.5	0.9091	bdf	35977.341999	35982.973999	MARS-20151107T000000Z-2khz.181
182	Spectrogram 1	1	2.3040000000000003	40.0	75.0	79.9	0.7778	bdf	35988.35	35990.653999	MARS-20151107T000000Z-2khz.182
183	Spectrogram 1	1	3.84	40.0	75.0	73.3	0.9333	bdf	36107.902	36111.742	MARS-20151107T000000Z-2khz.183
184	Spectrogram 1	1	4.6080000000000005	40.0	75.0	73.8	1.0	bdf	36247.166	36251.774	MARS-20151107T000000Z-2khz.184
185	Spectrogram 1	1	2.8160000000000003	40.0	75.0	74.7	0.8182	bdf	36271.486	36274.302	MARS-20151107T000000Z-2khz.185
186	Spectrogram 1	1	7.167999999999998	40.0	75.0	77.3	0.9286	bdf	36288.638	36295.806	MARS-20151107T000000Z-2khz.186
187	Spectrogram 1	1	5.376	40.0	75.0	74.3	1.0	bdf	36303.23	36308.606	MARS-20151107T000000Z-2khz.187
188	Spectrogram 1	1	3.072	40.0	75.0	77.0	0.9167	bdf	36339.326	36342.398	MARS-20151107T000000Z-2khz.188
189	Spectrogram 1	1	2.56	40.0	75.0	76.2	0.9	bdf	36344.702	36347.261999	MARS-20151107T000000Z-2khz.189
190	Spectrogram 1	1	2.56	40.0	75.0	71.5	0.8	bdf	36398.462	36401.021999	MARS-20151107T000000Z-2khz.190
191	Spectrogram 1	1	7.167999999999998	40.0	75.0	77.1	0.8571	bdf	36407.934	36415.101999	MARS-20151107T000000Z-2khz.191
192	Spectrogram 1	1	5.888	40.0	75.0	76.4	1.0	bdf	36422.526	36428.413999	MARS-20151107T000000Z-2khz.192
193	Spectrogram 1	1	2.048	40.0	75.0	77.7	1.0	bdf	36477.822	36479.87	MARS-20151107T000000Z-2khz.193
194	Spectrogram 1	1	4.096	40.0	75.0	76.3	0.9375	bdf	36556.158	36560.253999	MARS-20151107T000000Z-2khz.194
195	Spectrogram 1	1	5.376	40.0	75.0	78.4	1.0	bdf	36571.261999	36576.638	MARS-20151107T000000Z-2khz.195
196	Spectrogram 1	1	3.584	40.0	75.0	76.9	0.9286	bdf	36608.382	36611.966	MARS-20151107T000000Z-2khz.196
197	Spectrogram 1	1	5.888	40.0	75.0	75.2	0.9565	bdf	36622.206	36628.094	MARS-20151107T000000Z-2khz.197
198	Spectrogram 1	1	3.3280000000000003	40.0	75.0	74.1	0.8462	bdf	36773.502	36776.83	MARS-20151107T000000Z-2khz.198
199	Spectrogram 1	1	3.84	40.0	75.0	73.9	0.9333	bdf	36779.902	36783.742	MARS-20151107T000000Z-2khz.199
200	Spectrogram 1	1	5.12	40.0	75.0	74.5	1.0	bdf	36862.078	36867.198	MARS-20151107T000000Z-2khz.200
201	Spectrogram 1	1	5.12	40.0	75.0	74.9	0.95	bdf	36917.63	36922.75	MARS-20151107T000000Z-2khz.201
202	Spectrogram 1	1	5.888	40.0	75.0	76.2	0.8696	bdf	36957.053999	36962.942	MARS-20151107T000000Z-2khz.202
203	Spectrogram 1	1	3.072	40.0	75.0	73.8	1.0	bdf	36971.39	36974.462	MARS-20151107T000000Z-2khz.203
