Selection	View	Channel	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Power (dB)	Occupancy	classification	Begin Time (s)	End Time (s)	spect_key
214	Spectrogram 1	1	2.8160000000000003	40.0	75.0	69.9	0.8182	bdf	3196.542	3199.358	MARS-20150818T000000Z-2khz.214
215	Spectrogram 1	1	2.56	40.0	75.0	69.7	0.8		3236.477999	3239.038	MARS-20150818T000000Z-2khz.215
216	Spectrogram 1	1	2.048	40.0	75.0	75.7	1.0		3273.342	3275.39	MARS-20150818T000000Z-2khz.216
217	Spectrogram 1	1	3.584	40.0	75.0	89.8	0.9286	bdt	3365.758	3369.342	MARS-20150818T000000Z-2khz.217
218	Spectrogram 1	1	5.12	40.0	75.0	81.7	0.9	bdf	3404.414	3409.534	MARS-20150818T000000Z-2khz.218
219	Spectrogram 1	1	2.8160000000000003	40.0	75.0	75.4	0.9091	bdf	3416.19	3419.005999	MARS-20150818T000000Z-2khz.219
220	Spectrogram 1	1	4.096	40.0	75.0	91.6	1.0	bdt	3527.806	3531.902	MARS-20150818T000000Z-2khz.220
221	Spectrogram 1	1	2.8160000000000003	40.0	75.0	71.1	1.0	bdf	3536.254	3539.07	MARS-20150818T000000Z-2khz.221
222	Spectrogram 1	1	2.56	40.0	75.0	71.4	0.9	bdt	3639.934	3642.494	MARS-20150818T000000Z-2khz.222
223	Spectrogram 1	1	3.072	40.0	75.0	73.7	0.75	bdt	3645.566	3648.638	MARS-20150818T000000Z-2khz.223
224	Spectrogram 1	1	3.072	40.0	75.0	73.5	0.8333	bdt	3652.734	3655.806	MARS-20150818T000000Z-2khz.224
225	Spectrogram 1	1	2.048	40.0	75.0	71.5	0.75	bdt	3667.837999	3669.886	MARS-20150818T000000Z-2khz.225
226	Spectrogram 1	1	3.84	40.0	75.0	70.0	0.8667		3688.83	3692.67	MARS-20150818T000000Z-2khz.226
227	Spectrogram 1	1	2.8160000000000003	40.0	75.0	75.4	1.0	bdt	3695.998	3698.814	MARS-20150818T000000Z-2khz.227
228	Spectrogram 1	1	2.048	40.0	75.0	73.4	1.0		3729.79	3731.837999	MARS-20150818T000000Z-2khz.228
229	Spectrogram 1	1	2.56	40.0	75.0	71.4	0.9		3733.117999	3735.678	MARS-20150818T000000Z-2khz.229
230	Spectrogram 1	1	3.072	40.0	75.0	72.4	0.8333		3833.725999	3836.797999	MARS-20150818T000000Z-2khz.230
231	Spectrogram 1	1	2.56	40.0	75.0	68.7	0.9		3853.437999	3855.998	MARS-20150818T000000Z-2khz.231
232	Spectrogram 1	1	3.072	40.0	75.0	71.4	0.8333		3869.566	3872.638	MARS-20150818T000000Z-2khz.232
233	Spectrogram 1	1	2.56	40.0	75.0	70.2	0.8		3877.502	3880.062	MARS-20150818T000000Z-2khz.233
234	Spectrogram 1	1	4.864	40.0	75.0	75.7	0.8947		3952.765999	3957.63	MARS-20150818T000000Z-2khz.234
235	Spectrogram 1	1	3.3280000000000003	40.0	75.0	69.3	0.7692		3986.814	3990.142	MARS-20150818T000000Z-2khz.235
236	Spectrogram 1	1	2.048	40.0	75.0	73.1	0.75		4030.846	4032.894	MARS-20150818T000000Z-2khz.236
237	Spectrogram 1	1	2.048	40.0	75.0	76.2	0.875	bdf	4076.67	4078.718	MARS-20150818T000000Z-2khz.237
238	Spectrogram 1	1	2.048	40.0	75.0	72.1	1.0	bdf	4083.07	4085.117999	MARS-20150818T000000Z-2khz.238
239	Spectrogram 1	1	2.56	40.0	75.0	75.6	0.9	bdf	4200.318	4202.878	MARS-20150818T000000Z-2khz.239
240	Spectrogram 1	1	4.096	40.0	75.0	74.6	0.9375	bdf	4469.886	4473.982	MARS-20150818T000000Z-2khz.240
241	Spectrogram 1	1	2.56	40.0	75.0	76.3	0.8	bdt	4507.262	4509.822	MARS-20150818T000000Z-2khz.241
242	Spectrogram 1	1	5.376	40.0	75.0	72.3	0.7619	bdf	4592.766	4598.142	MARS-20150818T000000Z-2khz.242
243	Spectrogram 1	1	3.84	40.0	75.0	71.2	0.8667		4703.357999	4707.198	MARS-20150818T000000Z-2khz.243
244	Spectrogram 1	1	3.584	40.0	75.0	72.4	0.7857	bdf	4778.878	4782.462	MARS-20150818T000000Z-2khz.244
245	Spectrogram 1	1	3.072	40.0	75.0	73.7	0.8333	bdf	4855.422	4858.494	MARS-20150818T000000Z-2khz.245
246	Spectrogram 1	1	6.144	40.0	75.0	78.6	0.9167	bdf	5010.046	5016.19	MARS-20150818T000000Z-2khz.246
247	Spectrogram 1	1	3.3280000000000003	40.0	75.0	84.1	1.0	bdf	5184.125999	5187.454	MARS-20150818T000000Z-2khz.247
248	Spectrogram 1	1	4.096	40.0	75.0	87.4	1.0	bdf	5187.966	5192.062	MARS-20150818T000000Z-2khz.248
249	Spectrogram 1	1	4.096	40.0	75.0	84.9	0.875	bdf	6055.55	6059.645999	MARS-20150818T000000Z-2khz.249
250	Spectrogram 1	1	2.56	40.0	75.0	75.1	0.9	bdt	6131.07	6133.63	MARS-20150818T000000Z-2khz.250
251	Spectrogram 1	1	4.096	40.0	75.0	79.9	0.9375	bdt	6173.822	6177.918	MARS-20150818T000000Z-2khz.251
252	Spectrogram 1	1	3.584	40.0	75.0	82.4	0.8571		6272.125999	6275.71	MARS-20150818T000000Z-2khz.252
253	Spectrogram 1	1	3.584	40.0	75.0	80.9	0.9286		6399.357999	6402.941999	MARS-20150818T000000Z-2khz.253
254	Spectrogram 1	1	2.048	40.0	75.0	76.5	1.0		6466.429999	6468.478	MARS-20150818T000000Z-2khz.254
255	Spectrogram 1	1	4.096	40.0	75.0	84.3	1.0	bdt	6589.31	6593.406	MARS-20150818T000000Z-2khz.255
256	Spectrogram 1	1	2.8160000000000003	40.0	75.0	82.3	1.0	bdt	6675.326	6678.142	MARS-20150818T000000Z-2khz.256
257	Spectrogram 1	1	2.8160000000000003	40.0	75.0	75.0	0.9091	bdf	6699.902	6702.717999	MARS-20150818T000000Z-2khz.257
258	Spectrogram 1	1	3.84	40.0	75.0	78.4	1.0	bdf	6752.894	6756.734	MARS-20150818T000000Z-2khz.258
259	Spectrogram 1	1	2.8160000000000003	40.0	75.0	77.1	1.0	bdf	6792.574	6795.39	MARS-20150818T000000Z-2khz.259
260	Spectrogram 1	1	3.84	40.0	75.0	78.2	0.8667	bdf	7358.077999	7361.918	MARS-20150818T000000Z-2khz.260
261	Spectrogram 1	1	2.048	40.0	75.0	76.5	0.875	bdf	7372.67	7374.717999	MARS-20150818T000000Z-2khz.261
262	Spectrogram 1	1	2.048	40.0	75.0	74.8	0.75	bdf	7419.774	7421.822	MARS-20150818T000000Z-2khz.262
263	Spectrogram 1	1	2.048	40.0	75.0	72.4	0.75	bdf	7433.342	7435.39	MARS-20150818T000000Z-2khz.263
264	Spectrogram 1	1	2.8160000000000003	40.0	75.0	77.2	0.8182	bdf	7467.902	7470.717999	MARS-20150818T000000Z-2khz.264
265	Spectrogram 1	1	2.56	40.0	75.0	83.3	1.0	bdt	7699.838	7702.398	MARS-20150818T000000Z-2khz.265
266	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.0	0.7778	bdf	7837.565999	7839.87	MARS-20150818T000000Z-2khz.266
267	Spectrogram 1	1	2.56	40.0	75.0	81.1	1.0	bdt	7866.75	7869.31	MARS-20150818T000000Z-2khz.267
268	Spectrogram 1	1	2.56	40.0	75.0	81.1	1.0	bdt	7896.446	7899.006	MARS-20150818T000000Z-2khz.268
269	Spectrogram 1	1	3.072	40.0	75.0	74.4	0.8333	bdf	8052.35	8055.422	MARS-20150818T000000Z-2khz.269
270	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.7	0.8889	bdf	8110.718	8113.022	MARS-20150818T000000Z-2khz.270
271	Spectrogram 1	1	2.048	40.0	75.0	81.7	0.875		8266.366	8268.414	MARS-20150818T000000Z-2khz.271
272	Spectrogram 1	1	3.072	40.0	75.0	81.5	1.0	bdf	8312.958	8316.03	MARS-20150818T000000Z-2khz.272
273	Spectrogram 1	1	2.048	40.0	75.0	79.5	1.0	bdf	8344.702	8346.75	MARS-20150818T000000Z-2khz.273
274	Spectrogram 1	1	2.048	40.0	75.0	75.6	0.875		8412.542	8414.59	MARS-20150818T000000Z-2khz.274
275	Spectrogram 1	1	7.68	40.0	75.0	80.0	0.9333	bdf	8482.942	8490.622	MARS-20150818T000000Z-2khz.275
276	Spectrogram 1	1	3.072	40.0	75.0	83.4	0.9167	bdt	8497.022	8500.094	MARS-20150818T000000Z-2khz.276
277	Spectrogram 1	1	4.352	40.0	75.0	79.1	0.9412	bdf	8556.67	8561.022	MARS-20150818T000000Z-2khz.277
278	Spectrogram 1	1	3.072	40.0	75.0	86.6	0.9167	bdt	8619.134	8622.205999	MARS-20150818T000000Z-2khz.278
279	Spectrogram 1	1	2.048	40.0	75.0	73.4	0.875		8640.894	8642.942	MARS-20150818T000000Z-2khz.279
280	Spectrogram 1	1	3.584	40.0	75.0	87.4	0.9286	bdt	8658.046	8661.63	MARS-20150818T000000Z-2khz.280
281	Spectrogram 1	1	4.096	40.0	75.0	90.0	1.0	bdt	8892.542	8896.637999	MARS-20150818T000000Z-2khz.281
282	Spectrogram 1	1	5.6320000000000014	40.0	75.0	88.9	0.8636	bdt	8963.454	8969.086	MARS-20150818T000000Z-2khz.282
283	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.9	1.0	bdf	9002.622	9005.438	MARS-20150818T000000Z-2khz.283
284	Spectrogram 1	1	5.12	40.0	75.0	76.2	0.9	bdf	9006.205999	9011.326	MARS-20150818T000000Z-2khz.284
285	Spectrogram 1	1	2.56	40.0	75.0	76.8	1.0	bdf	9019.518	9022.078	MARS-20150818T000000Z-2khz.285
286	Spectrogram 1	1	4.6080000000000005	40.0	75.0	77.2	1.0	bdf	9039.997999	9044.606	MARS-20150818T000000Z-2khz.286
287	Spectrogram 1	1	4.6080000000000005	40.0	75.0	77.9	0.9444	bdf	9058.43	9063.038	MARS-20150818T000000Z-2khz.287
288	Spectrogram 1	1	4.096	40.0	75.0	86.3	0.875	bdt	9105.277999	9109.374	MARS-20150818T000000Z-2khz.288
289	Spectrogram 1	1	3.072	40.0	75.0	79.7	0.9167	bdf	9542.526	9545.598	MARS-20150818T000000Z-2khz.289
290	Spectrogram 1	1	7.68	40.0	75.0	87.7	1.0	bdf	9706.366	9714.046	MARS-20150818T000000Z-2khz.290
291	Spectrogram 1	1	2.56	40.0	75.0	78.1	1.0		9926.782	9929.342	MARS-20150818T000000Z-2khz.291
292	Spectrogram 1	1	4.352	40.0	75.0	81.8	1.0		10027.134	10031.485999	MARS-20150818T000000Z-2khz.292
293	Spectrogram 1	1	3.3280000000000003	40.0	75.0	88.4	1.0	bdt	10251.134	10254.462	MARS-20150818T000000Z-2khz.293
294	Spectrogram 1	1	6.6560000000000015	40.0	75.0	93.9	1.0	bdt	10254.974	10261.63	MARS-20150818T000000Z-2khz.294
295	Spectrogram 1	1	3.3280000000000003	40.0	75.0	85.9	1.0	bdt	10382.462	10385.79	MARS-20150818T000000Z-2khz.295
296	Spectrogram 1	1	5.888	40.0	75.0	82.7	1.0	bdf	10401.406	10407.294	MARS-20150818T000000Z-2khz.296
297	Spectrogram 1	1	2.048	40.0	75.0	79.6	0.875	bdf	10418.558	10420.606	MARS-20150818T000000Z-2khz.297
298	Spectrogram 1	1	5.12	40.0	75.0	79.8	0.9	bdf	10457.47	10462.59	MARS-20150818T000000Z-2khz.298
299	Spectrogram 1	1	7.68	40.0	75.0	88.8	1.0	bdf	10474.622	10482.302	MARS-20150818T000000Z-2khz.299
300	Spectrogram 1	1	5.6320000000000014	40.0	75.0	83.1	0.9545	bdf	10508.158	10513.79	MARS-20150818T000000Z-2khz.300
301	Spectrogram 1	1	7.167999999999998	40.0	75.0	90.0	1.0	bdf	10522.494	10529.662	MARS-20150818T000000Z-2khz.301
302	Spectrogram 1	1	5.376	40.0	75.0	80.5	1.0	bdf	10557.31	10562.686	MARS-20150818T000000Z-2khz.302
303	Spectrogram 1	1	2.048	40.0	75.0	78.8	1.0	bdt	10597.246	10599.294	MARS-20150818T000000Z-2khz.303
304	Spectrogram 1	1	4.352	40.0	75.0	85.0	0.9412	bdt	10625.15	10629.502	MARS-20150818T000000Z-2khz.304
305	Spectrogram 1	1	2.56	40.0	75.0	81.4	1.0		10682.238	10684.798	MARS-20150818T000000Z-2khz.305
306	Spectrogram 1	1	2.8160000000000003	40.0	75.0	87.4	1.0	bdt	10696.062	10698.878	MARS-20150818T000000Z-2khz.306
307	Spectrogram 1	1	5.6320000000000014	40.0	75.0	86.4	0.9545	bdf	10773.118	10778.75	MARS-20150818T000000Z-2khz.307
308	Spectrogram 1	1	5.888	40.0	75.0	83.2	0.8696	bdf	10826.878	10832.766	MARS-20150818T000000Z-2khz.308
309	Spectrogram 1	1	2.8160000000000003	40.0	75.0	78.3	0.9091	bdf	11062.91	11065.726	MARS-20150818T000000Z-2khz.309
310	Spectrogram 1	1	3.072	40.0	75.0	78.6	0.9167	bdf	11067.006	11070.078	MARS-20150818T000000Z-2khz.310
311	Spectrogram 1	1	4.096	40.0	75.0	77.1	0.9375	bdf	11088.51	11092.606	MARS-20150818T000000Z-2khz.311
312	Spectrogram 1	1	3.072	40.0	75.0	82.0	1.0	bdt	11134.334	11137.406	MARS-20150818T000000Z-2khz.312
313	Spectrogram 1	1	2.048	40.0	75.0	74.1	0.875	bdf	11161.47	11163.518	MARS-20150818T000000Z-2khz.313
314	Spectrogram 1	1	3.584	40.0	75.0	75.5	0.8571	bdf	11164.286	11167.87	MARS-20150818T000000Z-2khz.314
315	Spectrogram 1	1	5.888	40.0	75.0	87.2	1.0	bdf	11316.606	11322.494	MARS-20150818T000000Z-2khz.315
316	Spectrogram 1	1	3.072	40.0	75.0	78.3	1.0	bdf	11323.518	11326.59	MARS-20150818T000000Z-2khz.316
317	Spectrogram 1	1	2.3040000000000003	40.0	75.0	82.3	1.0	bdf	11507.582	11509.886	MARS-20150818T000000Z-2khz.317
318	Spectrogram 1	1	2.048	40.0	75.0	77.5	0.75	bdf	11510.654	11512.702	MARS-20150818T000000Z-2khz.318
319	Spectrogram 1	1	2.048	40.0	75.0	79.2	0.875	bdf	11513.47	11515.518	MARS-20150818T000000Z-2khz.319
320	Spectrogram 1	1	5.12	40.0	75.0	86.2	0.95	bdt	11525.758	11530.878	MARS-20150818T000000Z-2khz.320
321	Spectrogram 1	1	3.072	40.0	75.0	86.0	1.0	bdt	11564.67	11567.742	MARS-20150818T000000Z-2khz.321
322	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.2	0.8182		11631.23	11634.046	MARS-20150818T000000Z-2khz.322
323	Spectrogram 1	1	2.8160000000000003	40.0	75.0	85.0	1.0		11675.262	11678.078	MARS-20150818T000000Z-2khz.323
324	Spectrogram 1	1	3.84	40.0	75.0	81.4	1.0		11738.238	11742.078	MARS-20150818T000000Z-2khz.324
325	Spectrogram 1	1	5.376	40.0	75.0	83.3	0.8571	bdf	11876.734	11882.11	MARS-20150818T000000Z-2khz.325
326	Spectrogram 1	1	6.912000000000001	40.0	75.0	83.1	1.0	bdf	12020.606	12027.518	MARS-20150818T000000Z-2khz.326
327	Spectrogram 1	1	6.144	40.0	75.0	87.5	1.0	bdf	12181.374	12187.518	MARS-20150818T000000Z-2khz.327
328	Spectrogram 1	1	2.3040000000000003	40.0	75.0	79.1	0.8889	bdf	12434.302	12436.606	MARS-20150818T000000Z-2khz.328
329	Spectrogram 1	1	5.376	40.0	75.0	81.1	0.9524	bdf	12594.814	12600.19	MARS-20150818T000000Z-2khz.329
330	Spectrogram 1	1	2.56	40.0	75.0	83.0	0.9	bdt	12610.686	12613.246	MARS-20150818T000000Z-2khz.330
331	Spectrogram 1	1	2.3040000000000003	40.0	75.0	82.9	1.0		12784.254	12786.558	MARS-20150818T000000Z-2khz.331
332	Spectrogram 1	1	2.8160000000000003	40.0	75.0	80.0	0.8182		12868.99	12871.806	MARS-20150818T000000Z-2khz.332
333	Spectrogram 1	1	2.8160000000000003	40.0	75.0	81.8	0.9091	bdf	12883.838	12886.654	MARS-20150818T000000Z-2khz.333
334	Spectrogram 1	1	3.072	40.0	75.0	80.0	0.8333	bdf	13000.83	13003.902	MARS-20150818T000000Z-2khz.334
335	Spectrogram 1	1	2.56	40.0	75.0	82.4	0.9		13013.118	13015.678	MARS-20150818T000000Z-2khz.335
336	Spectrogram 1	1	7.936	40.0	75.0	82.8	0.9355	bdf	13294.974	13302.91	MARS-20150818T000000Z-2khz.336
337	Spectrogram 1	1	3.84	40.0	75.0	80.4	0.8667	bdf	13303.422	13307.262	MARS-20150818T000000Z-2khz.337
338	Spectrogram 1	1	2.048	40.0	75.0	77.5	1.0	bdf	13382.014	13384.062	MARS-20150818T000000Z-2khz.338
339	Spectrogram 1	1	3.3280000000000003	40.0	75.0	81.3	0.8462	bdf	13527.934	13531.262	MARS-20150818T000000Z-2khz.339
340	Spectrogram 1	1	6.912000000000001	40.0	75.0	84.0	0.9259	bdf	13572.478	13579.39	MARS-20150818T000000Z-2khz.340
341	Spectrogram 1	1	2.048	40.0	75.0	81.4	0.875	bdf	13663.614	13665.662	MARS-20150818T000000Z-2khz.341
342	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.5	0.7778		13956.222	13958.526	MARS-20150818T000000Z-2khz.342
343	Spectrogram 1	1	7.68	40.0	75.0	82.1	0.9667	bdf	14343.294	14350.974	MARS-20150818T000000Z-2khz.343
344	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.9	0.7778	bdf	14755.71	14758.014	MARS-20150818T000000Z-2khz.344
345	Spectrogram 1	1	3.584	40.0	75.0	78.9	0.9286	bdf	15003.006	15006.59	MARS-20150818T000000Z-2khz.345
346	Spectrogram 1	1	2.8160000000000003	40.0	75.0	72.2	0.9091	bdf	16236.158	16238.974	MARS-20150818T000000Z-2khz.346
347	Spectrogram 1	1	2.048	40.0	75.0	74.4	0.875		17376.894	17378.942	MARS-20150818T000000Z-2khz.347
348	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.5	0.8889	bdf	17743.997999	17746.302	MARS-20150818T000000Z-2khz.348
349	Spectrogram 1	1	4.6080000000000005	40.0	75.0	74.5	0.8333	bdf	17820.542	17825.15	MARS-20150818T000000Z-2khz.349
350	Spectrogram 1	1	6.144	40.0	75.0	78.6	0.9583	bdf	18178.174	18184.318	MARS-20150818T000000Z-2khz.350
351	Spectrogram 1	1	4.096	40.0	75.0	76.5	0.9375	bdf	18318.718	18322.814	MARS-20150818T000000Z-2khz.351
352	Spectrogram 1	1	2.3040000000000003	40.0	75.0	78.2	0.7778	bdf	18493.31	18495.614	MARS-20150818T000000Z-2khz.352
353	Spectrogram 1	1	2.048	40.0	75.0	89.8	1.0	bdt	18524.286	18526.334	MARS-20150818T000000Z-2khz.353
354	Spectrogram 1	1	6.6560000000000015	40.0	75.0	79.7	1.0	bdf	18742.398	18749.054	MARS-20150818T000000Z-2khz.354
355	Spectrogram 1	1	5.376	40.0	75.0	80.2	0.9524	bdf	18914.174	18919.55	MARS-20150818T000000Z-2khz.355
356	Spectrogram 1	1	2.3040000000000003	40.0	75.0	77.8	0.7778	bdf	19278.974	19281.277999	MARS-20150818T000000Z-2khz.356
357	Spectrogram 1	1	2.048	40.0	75.0	80.0	0.875	bdf	19424.637999	19426.686	MARS-20150818T000000Z-2khz.357
358	Spectrogram 1	1	4.352	40.0	75.0	84.0	1.0	bdf	19536.766	19541.118	MARS-20150818T000000Z-2khz.358
359	Spectrogram 1	1	2.048	40.0	75.0	84.5	1.0	bdf	19541.63	19543.678	MARS-20150818T000000Z-2khz.359
360	Spectrogram 1	1	2.8160000000000003	40.0	75.0	81.3	0.9091	bdf	19752.318	19755.134	MARS-20150818T000000Z-2khz.360
361	Spectrogram 1	1	4.6080000000000005	40.0	75.0	77.8	0.9444	bdf	19781.502	19786.11	MARS-20150818T000000Z-2khz.361
362	Spectrogram 1	1	2.048	40.0	75.0	74.8	0.75	bdf	19987.326	19989.374	MARS-20150818T000000Z-2khz.362
363	Spectrogram 1	1	3.072	40.0	75.0	78.6	0.8333	bdf	23202.174	23205.246	MARS-20150818T000000Z-2khz.363
364	Spectrogram 1	1	2.048	40.0	75.0	71.9	1.0	bdf	23221.374	23223.421999	MARS-20150818T000000Z-2khz.364
365	Spectrogram 1	1	2.048	40.0	75.0	72.7	0.75	bdf	23284.35	23286.398	MARS-20150818T000000Z-2khz.365
366	Spectrogram 1	1	2.3040000000000003	40.0	75.0	77.7	1.0	bdf	23323.774	23326.078	MARS-20150818T000000Z-2khz.366
367	Spectrogram 1	1	5.6320000000000014	40.0	75.0	84.5	0.9545	bdf	23442.302	23447.934	MARS-20150818T000000Z-2khz.367
368	Spectrogram 1	1	3.3280000000000003	40.0	75.0	78.3	1.0	bdf	23448.958	23452.286	MARS-20150818T000000Z-2khz.368
369	Spectrogram 1	1	2.56	40.0	75.0	73.6	1.0	bdf	23465.341999	23467.901999	MARS-20150818T000000Z-2khz.369
370	Spectrogram 1	1	7.167999999999998	40.0	75.0	76.6	0.9643	bdf	23560.318	23567.485999	MARS-20150818T000000Z-2khz.370
371	Spectrogram 1	1	2.8160000000000003	40.0	75.0	82.9	1.0	bdf	23869.31	23872.125999	MARS-20150818T000000Z-2khz.371
372	Spectrogram 1	1	5.888	40.0	75.0	87.5	0.9565	bdf	23872.638	23878.526	MARS-20150818T000000Z-2khz.372
373	Spectrogram 1	1	2.56	40.0	75.0	71.4	0.8		23920.51	23923.07	MARS-20150818T000000Z-2khz.373
374	Spectrogram 1	1	2.56	40.0	75.0	80.8	0.9	bdf	23991.678	23994.238	MARS-20150818T000000Z-2khz.374
375	Spectrogram 1	1	4.864	40.0	75.0	78.1	0.9474	bdf	23994.75	23999.614	MARS-20150818T000000Z-2khz.375
376	Spectrogram 1	1	3.84	40.0	75.0	83.1	1.0	bdf	24251.518	24255.358	MARS-20150818T000000Z-2khz.376
377	Spectrogram 1	1	3.3280000000000003	40.0	75.0	80.4	0.9231	bdf	24257.662	24260.99	MARS-20150818T000000Z-2khz.377
378	Spectrogram 1	1	4.6080000000000005	40.0	75.0	83.0	1.0	bdf	24372.094	24376.701999	MARS-20150818T000000Z-2khz.378
379	Spectrogram 1	1	2.56	40.0	75.0	71.2	0.8	bdf	24671.87	24674.43	MARS-20150818T000000Z-2khz.379
