Selection	View	Channel	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Power (dB)	Occupancy	classification	Begin Time (s)	End Time (s)	spect_key
108	Spectrogram 1	1	3.84	40.0	75.0	76.6	0.9333		79839.614	79843.454	MARS-20150817T000000Z-2khz.108
109	Spectrogram 1	1	2.3040000000000003	40.0	75.0	69.9	0.7778	bdf	79997.822	80000.126	MARS-20150817T000000Z-2khz.109
110	Spectrogram 1	1	2.048	40.0	75.0	73.8	0.75	bdf	80049.278	80051.325999	MARS-20150817T000000Z-2khz.110
111	Spectrogram 1	1	3.072	40.0	75.0	74.3	0.8333	bdf	80057.214	80060.285999	MARS-20150817T000000Z-2khz.111
112	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.6	0.8889	bdf	80133.758	80136.062	MARS-20150817T000000Z-2khz.112
113	Spectrogram 1	1	3.072	40.0	75.0	82.6	1.0	bdt	80374.91	80377.982	MARS-20150817T000000Z-2khz.113
114	Spectrogram 1	1	2.3040000000000003	40.0	75.0	82.4	1.0	bdt	80409.725999	80412.03	MARS-20150817T000000Z-2khz.114
115	Spectrogram 1	1	3.072	40.0	75.0	72.5	0.8333	bdf	80447.614	80450.685999	MARS-20150817T000000Z-2khz.115
116	Spectrogram 1	1	2.8160000000000003	40.0	75.0	80.3	0.8182	bdf	80500.606	80503.422	MARS-20150817T000000Z-2khz.116
117	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.2	1.0	bdt	80511.614	80513.918	MARS-20150817T000000Z-2khz.117
118	Spectrogram 1	1	2.56	40.0	75.0	77.3	0.8	bdt	80530.814	80533.374	MARS-20150817T000000Z-2khz.118
119	Spectrogram 1	1	3.3280000000000003	40.0	75.0	80.0	0.9231	bdt	80556.67	80559.998	MARS-20150817T000000Z-2khz.119
120	Spectrogram 1	1	2.048	40.0	75.0	74.1	1.0		80682.878	80684.926	MARS-20150817T000000Z-2khz.120
121	Spectrogram 1	1	2.048	40.0	75.0	73.8	0.75	bdf	80744.062	80746.11	MARS-20150817T000000Z-2khz.121
122	Spectrogram 1	1	2.048	40.0	75.0	70.6	0.875	bdf	80852.606	80854.654	MARS-20150817T000000Z-2khz.122
123	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.3	0.9091		80971.902	80974.718	MARS-20150817T000000Z-2khz.123
124	Spectrogram 1	1	5.376	40.0	75.0	75.3	1.0	bdf	80990.334	80995.71	MARS-20150817T000000Z-2khz.124
125	Spectrogram 1	1	2.8160000000000003	40.0	75.0	73.0	0.9091	bdf	80996.477999	80999.294	MARS-20150817T000000Z-2khz.125
126	Spectrogram 1	1	2.8160000000000003	40.0	75.0	80.4	1.0	bdt	81015.678	81018.494	MARS-20150817T000000Z-2khz.126
127	Spectrogram 1	1	2.048	40.0	75.0	78.7	0.875		81240.446	81242.494	MARS-20150817T000000Z-2khz.127
128	Spectrogram 1	1	2.56	40.0	75.0	76.9	0.9		81245.054	81247.614	MARS-20150817T000000Z-2khz.128
129	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.2	1.0	bdf	81386.365999	81389.182	MARS-20150817T000000Z-2khz.129
130	Spectrogram 1	1	2.3040000000000003	40.0	75.0	73.7	1.0	bdf	81508.99	81511.294	MARS-20150817T000000Z-2khz.130
131	Spectrogram 1	1	2.048	40.0	75.0	72.1	0.75		81534.846	81536.894	MARS-20150817T000000Z-2khz.131
132	Spectrogram 1	1	2.048	40.0	75.0	75.8	0.875	bdf	81623.166	81625.214	MARS-20150817T000000Z-2khz.132
133	Spectrogram 1	1	2.56	40.0	75.0	81.1	1.0	bdt	81678.206	81680.765999	MARS-20150817T000000Z-2khz.133
134	Spectrogram 1	1	4.352	40.0	75.0	72.9	0.9412	bdf	81692.797999	81697.15	MARS-20150817T000000Z-2khz.134
135	Spectrogram 1	1	7.167999999999998	40.0	75.0	77.3	0.9643	bdf	81823.102	81830.27	MARS-20150817T000000Z-2khz.135
136	Spectrogram 1	1	4.352	40.0	75.0	75.6	0.7647	bdf	81868.157999	81872.51	MARS-20150817T000000Z-2khz.136
137	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.2	0.8889	bdf	81922.685999	81924.99	MARS-20150817T000000Z-2khz.137
138	Spectrogram 1	1	2.8160000000000003	40.0	75.0	69.6	0.8182	bdf	81926.782	81929.598	MARS-20150817T000000Z-2khz.138
139	Spectrogram 1	1	2.56	40.0	75.0	78.3	0.9		82119.806	82122.365999	MARS-20150817T000000Z-2khz.139
140	Spectrogram 1	1	3.584	40.0	75.0	85.1	1.0	bdt	82199.934	82203.518	MARS-20150817T000000Z-2khz.140
141	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.7	0.8889		82353.79	82356.094	MARS-20150817T000000Z-2khz.141
142	Spectrogram 1	1	5.6320000000000014	40.0	75.0	88.4	0.9545	bdt	82598.27	82603.902	MARS-20150817T000000Z-2khz.142
143	Spectrogram 1	1	2.56	40.0	75.0	71.4	0.9		82613.117999	82615.678	MARS-20150817T000000Z-2khz.143
144	Spectrogram 1	1	5.6320000000000014	40.0	75.0	76.0	0.8636	bdf	82941.31	82946.942	MARS-20150817T000000Z-2khz.144
145	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.2	1.0	bdf	83065.982	83068.285999	MARS-20150817T000000Z-2khz.145
146	Spectrogram 1	1	3.84	40.0	75.0	72.4	0.9333	bdf	83125.117999	83128.958	MARS-20150817T000000Z-2khz.146
147	Spectrogram 1	1	6.144	40.0	75.0	73.0	0.9583	bdf	83341.437999	83347.582	MARS-20150817T000000Z-2khz.147
148	Spectrogram 1	1	3.84	40.0	75.0	82.3	0.9333	bdt	83434.622	83438.462	MARS-20150817T000000Z-2khz.148
149	Spectrogram 1	1	5.376	40.0	75.0	71.5	0.8571		83545.214	83550.59	MARS-20150817T000000Z-2khz.149
150	Spectrogram 1	1	2.8160000000000003	40.0	75.0	72.8	1.0	bdf	83682.685999	83685.502	MARS-20150817T000000Z-2khz.150
151	Spectrogram 1	1	3.3280000000000003	40.0	75.0	71.8	0.9231	bdf	83686.014	83689.342	MARS-20150817T000000Z-2khz.151
152	Spectrogram 1	1	3.3280000000000003	40.0	75.0	75.6	0.9231	bdf	83846.014	83849.342	MARS-20150817T000000Z-2khz.152
153	Spectrogram 1	1	4.352	40.0	75.0	76.2	1.0	bdf	83850.878	83855.23	MARS-20150817T000000Z-2khz.153
154	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.7	1.0	bdf	83894.654	83896.958	MARS-20150817T000000Z-2khz.154
155	Spectrogram 1	1	5.6320000000000014	40.0	75.0	74.7	0.9545	bdf	83897.47	83903.102	MARS-20150817T000000Z-2khz.155
156	Spectrogram 1	1	5.888	40.0	75.0	78.2	0.913	bdt	83935.358	83941.246	MARS-20150817T000000Z-2khz.156
157	Spectrogram 1	1	3.84	40.0	75.0	80.2	1.0	bdt	83949.694	83953.534	MARS-20150817T000000Z-2khz.157
158	Spectrogram 1	1	4.6080000000000005	40.0	75.0	74.3	1.0	bdf	84035.454	84040.062	MARS-20150817T000000Z-2khz.158
159	Spectrogram 1	1	4.352	40.0	75.0	72.5	1.0	bdf	84175.486	84179.837999	MARS-20150817T000000Z-2khz.159
160	Spectrogram 1	1	4.352	40.0	75.0	73.0	1.0	bdf	84183.678	84188.03	MARS-20150817T000000Z-2khz.160
161	Spectrogram 1	1	2.56	40.0	75.0	75.1	1.0	bdf	84273.022	84275.582	MARS-20150817T000000Z-2khz.161
162	Spectrogram 1	1	2.56	40.0	75.0	76.1	1.0	bdf	84276.094	84278.654	MARS-20150817T000000Z-2khz.162
163	Spectrogram 1	1	3.584	40.0	75.0	76.1	0.9286	bdf	84302.974	84306.558	MARS-20150817T000000Z-2khz.163
164	Spectrogram 1	1	2.56	40.0	75.0	74.9	0.9	bdf	84353.15	84355.71	MARS-20150817T000000Z-2khz.164
165	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.2	0.8889	bdf	84361.854	84364.157999	MARS-20150817T000000Z-2khz.165
166	Spectrogram 1	1	5.12	40.0	75.0	77.1	0.95	bdf	84450.174	84455.294	MARS-20150817T000000Z-2khz.166
167	Spectrogram 1	1	3.84	40.0	75.0	78.7	1.0	bdf	84496.765999	84500.606	MARS-20150817T000000Z-2khz.167
168	Spectrogram 1	1	2.048	40.0	75.0	74.2	0.75	bdf	84532.35	84534.398	MARS-20150817T000000Z-2khz.168
169	Spectrogram 1	1	3.84	40.0	75.0	71.2	0.8667	bdf	84579.198	84583.038	MARS-20150817T000000Z-2khz.169
170	Spectrogram 1	1	5.12	40.0	75.0	72.5	0.95	bdf	84583.55	84588.67	MARS-20150817T000000Z-2khz.170
171	Spectrogram 1	1	3.3280000000000003	40.0	75.0	77.3	1.0	bdf	84622.462	84625.79	MARS-20150817T000000Z-2khz.171
172	Spectrogram 1	1	2.048	40.0	75.0	75.9	1.0		84714.622	84716.67	MARS-20150817T000000Z-2khz.172
173	Spectrogram 1	1	4.096	40.0	75.0	74.3	0.9375	bdt	84717.182	84721.278	MARS-20150817T000000Z-2khz.173
174	Spectrogram 1	1	5.12	40.0	75.0	73.4	1.0	bdf	84731.005999	84736.126	MARS-20150817T000000Z-2khz.174
175	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.6	0.8889	bdf	84756.094	84758.398	MARS-20150817T000000Z-2khz.175
176	Spectrogram 1	1	5.6320000000000014	40.0	75.0	72.1	0.9091	bdf	84772.477999	84778.11	MARS-20150817T000000Z-2khz.176
177	Spectrogram 1	1	4.096	40.0	75.0	68.8	0.875	bdf	84821.886	84825.982	MARS-20150817T000000Z-2khz.177
178	Spectrogram 1	1	6.6560000000000015	40.0	75.0	74.5	0.8846	bdf	84877.437999	84884.094	MARS-20150817T000000Z-2khz.178
179	Spectrogram 1	1	3.584	40.0	75.0	74.8	0.8571	bdf	85152.638	85156.222	MARS-20150817T000000Z-2khz.179
180	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.7	1.0	bdf	85192.574	85194.878	MARS-20150817T000000Z-2khz.180
181	Spectrogram 1	1	3.584	40.0	75.0	79.6	1.0	bdf	85380.734	85384.318	MARS-20150817T000000Z-2khz.181
182	Spectrogram 1	1	3.584	40.0	75.0	70.6	0.9286		85444.99	85448.574	MARS-20150817T000000Z-2khz.182
183	Spectrogram 1	1	2.048	40.0	75.0	68.5	0.75	bdf	85492.35	85494.398	MARS-20150817T000000Z-2khz.183
184	Spectrogram 1	1	3.072	40.0	75.0	71.8	0.8333	bdf	85700.99	85704.062	MARS-20150817T000000Z-2khz.184
185	Spectrogram 1	1	2.56	40.0	75.0	71.0	0.8		85812.606	85815.166	MARS-20150817T000000Z-2khz.185
186	Spectrogram 1	1	2.3040000000000003	40.0	75.0	71.0	0.8889		85982.078	85984.382	MARS-20150817T000000Z-2khz.186
187	Spectrogram 1	1	3.072	40.0	75.0	82.7	1.0	bdt	86030.462	86033.534	MARS-20150817T000000Z-2khz.187
188	Spectrogram 1	1	3.3280000000000003	40.0	75.0	69.5	0.7692	bdf	86080.382	86083.71	MARS-20150817T000000Z-2khz.188
189	Spectrogram 1	1	2.56	40.0	75.0	73.5	1.0	bdf	86111.358	86113.918	MARS-20150817T000000Z-2khz.189
190	Spectrogram 1	1	2.048	40.0	75.0	65.5	0.75		86143.614	86145.662	MARS-20150817T000000Z-2khz.190
