Selection	View	Channel	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Power (dB)	Occupancy	classification	Begin Time (s)	End Time (s)	spect_key
311	Spectrogram 1	1	3.072	40.0	75.0	81.1	0.9167	bdf	4807.294	4810.365999	MARS-20150823T000000Z-2khz.311
312	Spectrogram 1	1	3.84	40.0	75.0	81.1	0.8667	bdt	6146.174	6150.014	MARS-20150823T000000Z-2khz.312
313	Spectrogram 1	1	2.3040000000000003	40.0	75.0	73.6	1.0		6416.509999	6418.814	MARS-20150823T000000Z-2khz.313
314	Spectrogram 1	1	2.3040000000000003	40.0	75.0	72.7	0.7778	bdf	6535.806	6538.11	MARS-20150823T000000Z-2khz.314
315	Spectrogram 1	1	3.84	40.0	75.0	80.0	1.0	bdt	6556.542	6560.382	MARS-20150823T000000Z-2khz.315
316	Spectrogram 1	1	2.56	40.0	75.0	76.0	1.0	bdt	6576.509999	6579.07	MARS-20150823T000000Z-2khz.316
317	Spectrogram 1	1	3.072	40.0	75.0	78.5	0.9167	bdt	6608.509999	6611.581999	MARS-20150823T000000Z-2khz.317
318	Spectrogram 1	1	2.3040000000000003	40.0	75.0	72.2	0.8889		6634.622	6636.925999	MARS-20150823T000000Z-2khz.318
319	Spectrogram 1	1	2.048	40.0	75.0	78.2	0.875	bdt	6798.205999	6800.254	MARS-20150823T000000Z-2khz.319
320	Spectrogram 1	1	4.6080000000000005	40.0	75.0	86.1	1.0	bdt	6808.19	6812.797999	MARS-20150823T000000Z-2khz.320
321	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.4	0.7778		6833.789999	6836.094	MARS-20150823T000000Z-2khz.321
322	Spectrogram 1	1	2.8160000000000003	40.0	75.0	82.3	0.9091	bdt	6844.285999	6847.102	MARS-20150823T000000Z-2khz.322
323	Spectrogram 1	1	4.096	40.0	75.0	82.4	1.0	bdt	6882.686	6886.782	MARS-20150823T000000Z-2khz.323
324	Spectrogram 1	1	3.072	40.0	75.0	80.0	0.9167	bdt	6906.238	6909.31	MARS-20150823T000000Z-2khz.324
325	Spectrogram 1	1	3.3280000000000003	40.0	75.0	77.4	0.9231	bdt	6925.95	6929.277999	MARS-20150823T000000Z-2khz.325
326	Spectrogram 1	1	2.048	40.0	75.0	72.8	1.0		6969.214	6971.262	MARS-20150823T000000Z-2khz.326
327	Spectrogram 1	1	2.56	40.0	75.0	75.0	1.0	bdt	7011.454	7014.014	MARS-20150823T000000Z-2khz.327
328	Spectrogram 1	1	2.8160000000000003	40.0	75.0	75.5	1.0	bdt	7034.75	7037.565999	MARS-20150823T000000Z-2khz.328
329	Spectrogram 1	1	2.048	40.0	75.0	73.8	1.0		7064.19	7066.238	MARS-20150823T000000Z-2khz.329
330	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.6	0.8889	bdt	7900.798	7903.102	MARS-20150823T000000Z-2khz.330
331	Spectrogram 1	1	4.096	40.0	75.0	74.2	0.875		7957.374	7961.47	MARS-20150823T000000Z-2khz.331
332	Spectrogram 1	1	2.048	40.0	75.0	72.2	0.875		8018.558	8020.606	MARS-20150823T000000Z-2khz.332
333	Spectrogram 1	1	2.8160000000000003	40.0	75.0	74.3	0.9091		8091.774	8094.59	MARS-20150823T000000Z-2khz.333
334	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.8	0.8889	bdf	8840.062	8842.366	MARS-20150823T000000Z-2khz.334
335	Spectrogram 1	1	2.8160000000000003	40.0	75.0	77.1	0.9091	bdf	8950.91	8953.726	MARS-20150823T000000Z-2khz.335
336	Spectrogram 1	1	3.072	40.0	75.0	79.0	0.8333	bdt	9073.277999	9076.35	MARS-20150823T000000Z-2khz.336
337	Spectrogram 1	1	2.56	40.0	75.0	79.8	0.9	bdt	9084.542	9087.102	MARS-20150823T000000Z-2khz.337
338	Spectrogram 1	1	4.6080000000000005	40.0	75.0	80.5	0.9444	bdf	9118.078	9122.686	MARS-20150823T000000Z-2khz.338
339	Spectrogram 1	1	4.6080000000000005	40.0	75.0	82.6	1.0	bdt	9126.27	9130.878	MARS-20150823T000000Z-2khz.339
340	Spectrogram 1	1	4.6080000000000005	40.0	75.0	78.0	0.8889	bdt	9164.925999	9169.534	MARS-20150823T000000Z-2khz.340
341	Spectrogram 1	1	2.048	40.0	75.0	78.3	1.0	bdt	9175.422	9177.47	MARS-20150823T000000Z-2khz.341
342	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.7	1.0	bdt	9280.125999	9282.43	MARS-20150823T000000Z-2khz.342
343	Spectrogram 1	1	3.584	40.0	75.0	80.9	0.7857	bdt	9287.55	9291.134	MARS-20150823T000000Z-2khz.343
344	Spectrogram 1	1	4.6080000000000005	40.0	75.0	81.1	0.8333	bdt	9322.878	9327.485999	MARS-20150823T000000Z-2khz.344
345	Spectrogram 1	1	4.6080000000000005	40.0	75.0	78.1	0.8333	bdt	9365.374	9369.982	MARS-20150823T000000Z-2khz.345
346	Spectrogram 1	1	4.352	40.0	75.0	81.4	0.9412	bdt	9397.63	9401.982	MARS-20150823T000000Z-2khz.346
347	Spectrogram 1	1	2.048	40.0	75.0	79.7	1.0	bdf	9674.878	9676.925999	MARS-20150823T000000Z-2khz.347
348	Spectrogram 1	1	3.84	40.0	75.0	81.7	0.9333	bdf	9721.982	9725.822	MARS-20150823T000000Z-2khz.348
349	Spectrogram 1	1	2.3040000000000003	40.0	75.0	79.8	1.0	bdf	9815.422	9817.726	MARS-20150823T000000Z-2khz.349
350	Spectrogram 1	1	3.072	40.0	75.0	77.0	0.9167	bdf	9818.494	9821.565999	MARS-20150823T000000Z-2khz.350
351	Spectrogram 1	1	2.56	40.0	75.0	83.4	1.0	bdf	9826.43	9828.99	MARS-20150823T000000Z-2khz.351
352	Spectrogram 1	1	3.072	40.0	75.0	79.1	1.0	bdf	9927.806	9930.878	MARS-20150823T000000Z-2khz.352
353	Spectrogram 1	1	2.56	40.0	75.0	75.8	0.8	bdf	9938.558	9941.118	MARS-20150823T000000Z-2khz.353
354	Spectrogram 1	1	5.12	40.0	75.0	78.6	1.0	bdf	10027.646	10032.766	MARS-20150823T000000Z-2khz.354
355	Spectrogram 1	1	4.6080000000000005	40.0	75.0	75.0	0.8889		10091.134	10095.742	MARS-20150823T000000Z-2khz.355
356	Spectrogram 1	1	2.56	40.0	75.0	76.8	1.0	bdf	10136.702	10139.262	MARS-20150823T000000Z-2khz.356
357	Spectrogram 1	1	3.584	40.0	75.0	72.4	0.7857		10200.702	10204.286	MARS-20150823T000000Z-2khz.357
358	Spectrogram 1	1	2.3040000000000003	40.0	75.0	74.1	0.8889	bdf	10265.726	10268.03	MARS-20150823T000000Z-2khz.358
359	Spectrogram 1	1	2.048	40.0	75.0	77.9	0.875	bdf	10549.63	10551.678	MARS-20150823T000000Z-2khz.359
360	Spectrogram 1	1	2.56	40.0	75.0	79.3	0.9	bdf	10560.894	10563.454	MARS-20150823T000000Z-2khz.360
361	Spectrogram 1	1	2.048	40.0	75.0	75.4	0.875	bdf	10684.542	10686.59	MARS-20150823T000000Z-2khz.361
362	Spectrogram 1	1	2.048	40.0	75.0	77.1	0.875	bdf	10776.446	10778.494	MARS-20150823T000000Z-2khz.362
363	Spectrogram 1	1	2.56	40.0	75.0	75.1	0.8	bdf	10786.686	10789.246	MARS-20150823T000000Z-2khz.363
364	Spectrogram 1	1	3.072	40.0	75.0	76.6	0.8333	bdf	10908.542	10911.614	MARS-20150823T000000Z-2khz.364
365	Spectrogram 1	1	3.072	40.0	75.0	79.8	1.0	bdf	11140.222	11143.294	MARS-20150823T000000Z-2khz.365
366	Spectrogram 1	1	2.048	40.0	75.0	78.7	0.875	bdf	11157.118	11159.166	MARS-20150823T000000Z-2khz.366
367	Spectrogram 1	1	2.048	40.0	75.0	77.9	1.0	bdt	11185.022	11187.07	MARS-20150823T000000Z-2khz.367
368	Spectrogram 1	1	2.3040000000000003	40.0	75.0	75.7	0.8889	bdf	11210.366	11212.67	MARS-20150823T000000Z-2khz.368
369	Spectrogram 1	1	3.072	40.0	75.0	76.2	1.0	bdf	11400.318	11403.39	MARS-20150823T000000Z-2khz.369
370	Spectrogram 1	1	3.3280000000000003	40.0	75.0	76.2	0.8462	bdf	11403.902	11407.23	MARS-20150823T000000Z-2khz.370
371	Spectrogram 1	1	2.3040000000000003	40.0	75.0	81.9	1.0	bdf	11535.742	11538.046	MARS-20150823T000000Z-2khz.371
372	Spectrogram 1	1	2.3040000000000003	40.0	75.0	76.7	0.8889	bdf	11577.982	11580.286	MARS-20150823T000000Z-2khz.372
373	Spectrogram 1	1	2.8160000000000003	40.0	75.0	79.2	0.9091	bdf	11586.686	11589.502	MARS-20150823T000000Z-2khz.373
374	Spectrogram 1	1	2.048	40.0	75.0	77.9	0.75	bdf	11630.974	11633.022	MARS-20150823T000000Z-2khz.374
375	Spectrogram 1	1	3.584	40.0	75.0	79.4	0.9286	bdf	11641.982	11645.565999	MARS-20150823T000000Z-2khz.375
376	Spectrogram 1	1	3.84	40.0	75.0	79.0	0.9333	bdf	11678.334	11682.174	MARS-20150823T000000Z-2khz.376
377	Spectrogram 1	1	4.864	40.0	75.0	79.5	1.0	bdf	11683.198	11688.062	MARS-20150823T000000Z-2khz.377
378	Spectrogram 1	1	3.3280000000000003	40.0	75.0	75.9	0.8462	bdf	11906.43	11909.758	MARS-20150823T000000Z-2khz.378
379	Spectrogram 1	1	2.048	40.0	75.0	76.9	0.875	bdf	12034.942	12036.99	MARS-20150823T000000Z-2khz.379
380	Spectrogram 1	1	3.584	40.0	75.0	79.8	0.9286	bdf	12286.334	12289.918	MARS-20150823T000000Z-2khz.380
381	Spectrogram 1	1	3.84	40.0	75.0	81.7	1.0	bdf	12301.95	12305.79	MARS-20150823T000000Z-2khz.381
382	Spectrogram 1	1	3.072	40.0	75.0	82.4	0.9167	bdf	12339.326	12342.398	MARS-20150823T000000Z-2khz.382
383	Spectrogram 1	1	2.8160000000000003	40.0	75.0	79.4	0.9091	bdf	12355.71	12358.526	MARS-20150823T000000Z-2khz.383
384	Spectrogram 1	1	3.84	40.0	75.0	83.0	1.0	bdf	12394.366	12398.205999	MARS-20150823T000000Z-2khz.384
385	Spectrogram 1	1	2.56	40.0	75.0	77.4	0.9	bdf	12398.718	12401.277999	MARS-20150823T000000Z-2khz.385
386	Spectrogram 1	1	2.8160000000000003	40.0	75.0	78.7	1.0	bdf	12409.214	12412.03	MARS-20150823T000000Z-2khz.386
387	Spectrogram 1	1	2.8160000000000003	40.0	75.0	79.7	0.9091	bdf	12444.542	12447.358	MARS-20150823T000000Z-2khz.387
388	Spectrogram 1	1	7.68	40.0	75.0	77.8	0.9667	bdf	12497.534	12505.214	MARS-20150823T000000Z-2khz.388
389	Spectrogram 1	1	5.888	40.0	75.0	80.2	0.9565	bdf	12617.854	12623.742	MARS-20150823T000000Z-2khz.389
390	Spectrogram 1	1	4.096	40.0	75.0	80.2	0.9375	bdf	12627.582	12631.678	MARS-20150823T000000Z-2khz.390
391	Spectrogram 1	1	4.6080000000000005	40.0	75.0	76.5	0.8333	bdf	12669.822	12674.43	MARS-20150823T000000Z-2khz.391
392	Spectrogram 1	1	4.352	40.0	75.0	79.0	0.9412	bdf	12683.646	12687.997999	MARS-20150823T000000Z-2khz.392
393	Spectrogram 1	1	4.096	40.0	75.0	77.8	0.8125	bdf	12724.862	12728.958	MARS-20150823T000000Z-2khz.393
394	Spectrogram 1	1	2.8160000000000003	40.0	75.0	76.0	0.8182	bdf	13109.118	13111.934	MARS-20150823T000000Z-2khz.394
395	Spectrogram 1	1	3.072	40.0	75.0	75.1	0.9167	bdf	13121.406	13124.478	MARS-20150823T000000Z-2khz.395
396	Spectrogram 1	1	2.048	40.0	75.0	77.2	1.0	bdf	13415.55	13417.598	MARS-20150823T000000Z-2khz.396
397	Spectrogram 1	1	2.56	40.0	75.0	73.6	0.8	bdf	13536.894	13539.454	MARS-20150823T000000Z-2khz.397
398	Spectrogram 1	1	2.048	40.0	75.0	75.9	0.875	bdf	13575.294	13577.342	MARS-20150823T000000Z-2khz.398
399	Spectrogram 1	1	2.048	40.0	75.0	78.3	1.0		15494.014	15496.062	MARS-20150823T000000Z-2khz.399
400	Spectrogram 1	1	4.6080000000000005	40.0	75.0	77.3	0.7778	bdf	15835.006	15839.614	MARS-20150823T000000Z-2khz.400
